tab 	pmag_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	sample_comp_name	sample_dec	sample_direction_type	sample_inc	sample_n	sample_n_lines	sample_n_planes	sample_tilt_correction
This study	North Shore Volcanics	ns035c	ns035	ns035c2	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	294.9	l	44	1	1	0	0
This study	North Shore Volcanics	ns035d	ns035	ns035d2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	297.8	l	43.4	1	1	0	0
This study	North Shore Volcanics	ns035e	ns035	ns035e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	294.8	l	43.5	1	1	0	0
This study	North Shore Volcanics	ns036e	ns036	ns036e2	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	301.4	l	46.1	1	1	0	0
This study	North Shore Volcanics	ns037a	ns037	ns037a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	294.2	l	40.7	1	1	0	0
This study	North Shore Volcanics	ns037b	ns037	ns037b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	297.5	l	41.3	1	1	0	0
This study	North Shore Volcanics	ns037c	ns037	ns037c2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	295.3	l	40.5	1	1	0	0
This study	North Shore Volcanics	ns037f	ns037	ns037f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	290.7	l	38.3	1	1	0	0
This study	North Shore Volcanics	ns037g	ns037	ns037g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	295.2	l	45.8	1	1	0	0
This study	North Shore Volcanics	ns040a	ns040	ns040a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	292.2	l	41.1	1	1	0	0
This study	North Shore Volcanics	ns040b	ns040	ns040b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	289.7	l	42.3	1	1	0	0
This study	North Shore Volcanics	ns040c	ns040	ns040c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	284.9	l	38.5	1	1	0	0
This study	North Shore Volcanics	ns040e	ns040	ns040e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	290.9	l	36.8	1	1	0	0
This study	North Shore Volcanics	ns040f	ns040	ns040f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.2	l	39.1	1	1	0	0
This study	North Shore Volcanics	ns041a	ns041	ns041a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	288.5	l	35.4	1	1	0	0
This study	North Shore Volcanics	ns041c	ns041	ns041c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	287.4	l	33.3	1	1	0	0
This study	North Shore Volcanics	ns041d	ns041	ns041d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	282.5	l	34	1	1	0	0
This study	North Shore Volcanics	ns041e	ns041	ns041e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	285.9	l	35.2	1	1	0	0
This study	North Shore Volcanics	ns041f	ns041	ns041f3	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	286.5	l	32.6	1	1	0	0
This study	North Shore Volcanics	ns043a	ns043	ns043a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	271.7	l	16.6	1	1	0	0
This study	North Shore Volcanics	ns043b	ns043	ns043b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	280.4	l	14	1	1	0	0
This study	North Shore Volcanics	ns043c	ns043	ns043c2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	282	l	13.5	1	1	0	0
This study	North Shore Volcanics	ns043e	ns043	ns043e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	270.6	l	19.3	1	1	0	0
This study	North Shore Volcanics	ns043f	ns043	ns043f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	275.6	l	20.5	1	1	0	0
This study	North Shore Volcanics	ns044e	ns044	ns044e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	281.7	l	29.7	1	1	0	0
This study	North Shore Volcanics	ns045a	ns045	ns045a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	276.3	l	14.5	1	1	0	0
This study	North Shore Volcanics	ns045b	ns045	ns045b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	275.5	l	18.4	1	1	0	0
This study	North Shore Volcanics	ns045e	ns045	ns045e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	273.9	l	14	1	1	0	0
This study	North Shore Volcanics	ns045f	ns045	ns045f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	274.8	l	14.6	1	1	0	0
This study	North Shore Volcanics	ns046b	ns046	ns046b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	296.7	l	28.6	1	1	0	0
This study	North Shore Volcanics	ns046c	ns046	ns046c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	303.1	l	31.2	1	1	0	0
This study	North Shore Volcanics	ns046f	ns046	ns046f1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	300.4	l	27.2	1	1	0	0
This study	North Shore Volcanics	ns046h	ns046	ns046h2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	308.3	l	20.9	1	1	0	0
This study	North Shore Volcanics	ns048b	ns048	ns048b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	296.6	l	40.9	1	1	0	0
This study	North Shore Volcanics	ns048c	ns048	ns048c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	299.4	l	36	1	1	0	0
This study	North Shore Volcanics	ns048d	ns048	ns048d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	306.6	l	36.8	1	1	0	0
This study	North Shore Volcanics	ns048e	ns048	ns048e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	305.8	l	48.5	1	1	0	0
This study	North Shore Volcanics	ns049a	ns049	ns049a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	299.7	l	37.4	1	1	0	0
This study	North Shore Volcanics	ns049b	ns049	ns049b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.7	l	31.8	1	1	0	0
This study	North Shore Volcanics	ns049e	ns049	ns049e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	303.6	l	42.2	1	1	0	0
This study	North Shore Volcanics	ns049f	ns049	ns049f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	303.3	l	42	1	1	0	0
This study	North Shore Volcanics	ns050a	ns050	ns050a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	290.3	l	30.3	1	1	0	0
This study	North Shore Volcanics	ns050c	ns050	ns050c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.2	l	28.9	1	1	0	0
This study	North Shore Volcanics	ns050d	ns050	ns050d2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	289.7	l	23.5	1	1	0	0
This study	North Shore Volcanics	ns050f	ns050	ns050f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	291.6	l	23.9	1	1	0	0
This study	North Shore Volcanics	ns052a	ns052	ns052a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.9	l	32.2	1	1	0	0
This study	North Shore Volcanics	ns052c	ns052	ns052c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	302.8	l	42.2	1	1	0	0
This study	North Shore Volcanics	ns052d	ns052	ns052d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	292.1	l	37.6	1	1	0	0
This study	North Shore Volcanics	ns052f	ns052	ns052f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	291	l	40.6	1	1	0	0
This study	North Shore Volcanics	ns053b	ns053	ns053b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	294	l	22.1	1	1	0	0
This study	North Shore Volcanics	ns053c	ns053	ns053c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	294.4	l	28.3	1	1	0	0
This study	North Shore Volcanics	ns053e	ns053	ns053e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	292.8	l	22.7	1	1	0	0
This study	North Shore Volcanics	ns053f	ns053	ns053f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.7	l	23.5	1	1	0	0
This study	North Shore Volcanics	ns054b	ns054	ns054b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	281.6	l	35.9	1	1	0	0
This study	North Shore Volcanics	ns054c	ns054	ns054c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	299.2	l	43.2	1	1	0	0
This study	North Shore Volcanics	ns054d	ns054	ns054d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	287.1	l	40.2	1	1	0	0
This study	North Shore Volcanics	ns054f	ns054	ns054f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.7	l	39.8	1	1	0	0
This study	North Shore Volcanics	ns056b	ns056	ns056b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	295.1	l	21.3	1	1	0	0
This study	North Shore Volcanics	ns056c	ns056	ns056c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	299.1	l	25.1	1	1	0	0
This study	North Shore Volcanics	ns056d	ns056	ns056d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	296.9	l	24.3	1	1	0	0
This study	North Shore Volcanics	ns056e	ns056	ns056e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	297.1	l	22.9	1	1	0	0
This study	North Shore Volcanics	ns058a	ns058	ns058a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	309.8	l	32.2	1	1	0	0
This study	North Shore Volcanics	ns058d	ns058	ns058d2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	301.1	l	30.8	1	1	0	0
This study	North Shore Volcanics	ns058e	ns058	ns058e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	299.4	l	37.1	1	1	0	0
This study	North Shore Volcanics	ns059a	ns059	ns059a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	281.5	l	25.1	1	1	0	0
This study	North Shore Volcanics	ns059c	ns059	ns059c2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	288.5	l	22.6	1	1	0	0
This study	North Shore Volcanics	ns059f	ns059	ns059f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	303.1	l	28	1	1	0	0
This study	North Shore Volcanics	ns059g	ns059	ns059g2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	288.9	l	28.8	1	1	0	0
This study	North Shore Volcanics	ns060d	ns060	ns060d1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.2	l	25.1	1	1	0	0
This study	North Shore Volcanics	ns060d	ns060	ns060d2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.3	l	24.9	1	1	0	0
This study	North Shore Volcanics	ns061b	ns061	ns061b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	295.2	l	35	1	1	0	0
This study	North Shore Volcanics	ns061e	ns061	ns061e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	299.2	l	32	1	1	0	0
This study	North Shore Volcanics	ns061f	ns061	ns061f2	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	301.5	l	29.5	1	1	0	0
This study	North Shore Volcanics	ns061g	ns061	ns061g3	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	307.6	l	27.6	1	1	0	0
This study	North Shore Volcanics	ns062b	ns062	ns062b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	290	l	37.8	1	1	0	0
This study	North Shore Volcanics	ns062c	ns062	ns062c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	289.7	l	31.9	1	1	0	0
This study	North Shore Volcanics	ns062e	ns062	ns062e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.4	l	29.8	1	1	0	0
This study	North Shore Volcanics	ns062f	ns062	ns062f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	297.3	l	34.9	1	1	0	0
This study	North Shore Volcanics	ns064b	ns064	ns064b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	298.5	l	30.8	1	1	0	0
This study	North Shore Volcanics	ns064c	ns064	ns064c2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	298.3	l	32.9	1	1	0	0
This study	North Shore Volcanics	ns064e	ns064	ns064e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	289.8	l	25.4	1	1	0	0
This study	North Shore Volcanics	ns064f	ns064	ns064f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	299.1	l	28.1	1	1	0	0
This study	North Shore Volcanics	ns065b	ns065	ns065b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	294.8	l	36.7	1	1	0	0
This study	North Shore Volcanics	ns065d	ns065	ns065d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	291	l	29.7	1	1	0	0
This study	North Shore Volcanics	ns065e	ns065	ns065e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	286.6	l	30.9	1	1	0	0
This study	North Shore Volcanics	ns065f	ns065	ns065f2	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	291.1	l	18.1	1	1	0	0
This study	North Shore Volcanics	ns066b	ns066	ns066b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	302.6	l	33	1	1	0	0
This study	North Shore Volcanics	ns067f	ns067	ns067f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	286.7	l	26.2	1	1	0	0
This study	North Shore Volcanics	ns068a	ns068	ns068a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	308.6	l	19.1	1	1	0	0
This study	North Shore Volcanics	ns068b	ns068	ns068b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	319.8	l	14.2	1	1	0	0
This study	North Shore Volcanics	ns068d	ns068	ns068d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	305.2	l	11.5	1	1	0	0
This study	North Shore Volcanics	ns068f	ns068	ns068f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	309.6	l	19.4	1	1	0	0
This study	North Shore Volcanics	ns069a	ns069	ns069a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	326.1	l	29.1	1	1	0	0
This study	North Shore Volcanics	ns069f	ns069	ns069f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	305.7	l	30.5	1	1	0	0
This study	North Shore Volcanics	ns071b	ns071	ns071b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	310.4	l	19.8	1	1	0	0
This study	North Shore Volcanics	ns071c	ns071	ns071c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	302.4	l	30.7	1	1	0	0
This study	North Shore Volcanics	ns071d	ns071	ns071d2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	305.3	l	22.6	1	1	0	0
This study	North Shore Volcanics	ns071e	ns071	ns071e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	309.5	l	36.6	1	1	0	0
This study	North Shore Volcanics	ns071f	ns071	ns071f2	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	300.4	l	28	1	1	0	0
This study	North Shore Volcanics	ns075a	ns075	ns075a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	302.6	l	40.8	1	1	0	0
This study	North Shore Volcanics	ns075b	ns075	ns075b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	299	l	27.4	1	1	0	0
This study	North Shore Volcanics	ns075c	ns075	ns075c2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	305.5	l	30.8	1	1	0	0
This study	North Shore Volcanics	ns075d	ns075	ns075d2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	300.7	l	29.3	1	1	0	0
This study	North Shore Volcanics	ns075f	ns075	ns075f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	304.7	l	37.2	1	1	0	0
This study	North Shore Volcanics	ns076a	ns076	ns076a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	342.4	l	74.1	1	1	0	0
This study	North Shore Volcanics	ns076b	ns076	ns076b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	115.1	l	40.6	1	1	0	0
This study	North Shore Volcanics	ns076d	ns076	ns076d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.1	l	33.7	1	1	0	0
This study	North Shore Volcanics	ns076e	ns076	ns076e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	33.1	l	41.5	1	1	0	0
This study	North Shore Volcanics	ns076f	ns076	ns076f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	284.4	l	37.3	1	1	0	0
This study	North Shore Volcanics	ns077b	ns077	ns077b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	309.7	l	14.7	1	1	0	0
This study	North Shore Volcanics	ns077c	ns077	ns077c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	304.9	l	13.9	1	1	0	0
This study	North Shore Volcanics	ns077f	ns077	ns077f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	307.3	l	22.7	1	1	0	0
This study	North Shore Volcanics	ns077g	ns077	ns077g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	300.1	l	14.7	1	1	0	0
This study	North Shore Volcanics	ns079c	ns079	ns079c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.3	l	39.3	1	1	0	0
This study	North Shore Volcanics	ns079e	ns079	ns079e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	292.9	l	28.8	1	1	0	0
This study	North Shore Volcanics	ns083e	ns083	ns083e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	287.4	l	31.5	1	1	0	0
This study	North Shore Volcanics	ns016c	ns016	ns016c1	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03		MAG	194.4	p	1.5	1	0	1	0
This study	North Shore Volcanics	ns022a	ns022	ns022a1	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03		MAG	37.3	p	-5.4	1	0	1	0
This study	North Shore Volcanics	ns058b	ns058	ns058b1	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03		MAG	350.9	p	-36.6	1	0	1	0
This study	North Shore Volcanics	ns061a	ns061	ns061a1	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03		MAG	194.1	p	20.7	1	0	1	0
This study	North Shore Volcanics	ns070b	ns070	ns070b1	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03		MAG	167.4	p	15.6	1	0	1	0
This study	North Shore Volcanics	ns070e	ns070	ns070e1	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03		MAG	207.1	p	7.7	1	0	1	0
This study	North Shore Volcanics	ns002a	ns002	ns002a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	MAG	281	l	43.7	1	1	0	100
This study	North Shore Volcanics	ns004a	ns004	ns004a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	MAG	294	l	49.9	1	1	0	100
This study	North Shore Volcanics	ns004c	ns004	ns004c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	MAG	295.2	l	55.3	1	1	0	100
This study	North Shore Volcanics	ns004e	ns004	ns004e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	MAG	289.6	l	44.1	1	1	0	100
This study	North Shore Volcanics	ns004f	ns004	ns004f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	MAG	290.5	l	43.8	1	1	0	100
This study	North Shore Volcanics	ns004g	ns004	ns004g1	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	MAG	282.2	l	45.6	1	1	0	100
This study	North Shore Volcanics	ns005b	ns005	ns005b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	MAG	302.1	l	36.5	1	1	0	100
This study	North Shore Volcanics	ns005c	ns005	ns005c1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	MAG	304.9	l	37.2	1	1	0	100
This study	North Shore Volcanics	ns005e	ns005	ns005e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	MAG	291.4	l	38.4	1	1	0	100
This study	North Shore Volcanics	ns005g	ns005	ns005g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	MAG	300.5	l	38	1	1	0	100
This study	North Shore Volcanics	ns009b	ns009	ns009b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	MAG	277.2	l	49.9	1	1	0	100
This study	North Shore Volcanics	ns012a	ns012	ns012a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	MAG	279.7	l	42.8	1	1	0	100
