tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_date	sample_declination_correction	sample_description	sample_dip	sample_lat	sample_lithology	sample_lon	sample_orientation_flag	sample_time_zone	sample_type
This study	North Shore Volcanics	ns065a	ns065	FS-FD : SO-POM : SO-MAG	53	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0	## direction deleted because: bad mark in field##.	-70	46.86961	Basalt	268.05363	b		Lava Flow
This study	North Shore Volcanics	ns065g	ns065	FS-FD : SO-POM : SO-MAG	81	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-53	46.86961	Basalt	268.05363	g		Lava Flow
This study	North Shore Volcanics	ns066f	ns066	FS-FD : SO-POM : SO-GT5 : SO-MAG	221	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-9	46.86674	Basalt	268.0474	g		Lava Flow
This study	North Shore Volcanics	ns067d	ns067	FS-FD : SO-POM : SO-GT5 : SO-MAG	140	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0	## direction deleted because: bad mark in field##.	-12	46.87085	Basalt	268.05704	b		Lava Flow
This study	North Shore Volcanics	ns068c	ns068	FS-FD : SO-POM : SO-GT5 : SO-MAG	146	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-32	46.86433	Basalt	268.04385	b		Lava Flow
This study	North Shore Volcanics	ns068e	ns068	FS-FD : SO-POM : SO-GT5 : SO-MAG	251	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-29	46.86433	Basalt	268.04385	g		Lava Flow
This study	North Shore Volcanics	ns069b	ns069	FS-FD : SO-POM : SO-MAG	164	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0	## direction deleted because: bad mark in field##.	-34	46.8676	Basalt	268.04854	b		Lava Flow
This study	North Shore Volcanics	ns069c	ns069	FS-FD : SO-POM : SO-GT5 : SO-MAG	295	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-55	46.8676	Basalt	268.04854	g		Lava Flow
This study	North Shore Volcanics	ns069d	ns069	FS-FD : SO-POM : SO-GT5 : SO-MAG	227	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-70	46.8676	Basalt	268.04854	g		Lava Flow
This study	North Shore Volcanics	ns069e	ns069	FS-FD : SO-POM : SO-MAG	209	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-82	46.8676	Basalt	268.04854	g		Lava Flow
This study	North Shore Volcanics	ns070d	ns070	FS-FD : SO-POM : SO-MAG	299	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-23	46.86164	Rhyolite	268.04036	g		Lava Flow
This study	North Shore Volcanics	ns072f	ns072	FS-FD : SO-POM : SO-MAG	303	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-53	46.85836	Rhyolite	268.03466	g		Lava Flow
This study	North Shore Volcanics	ns073a	ns073	FS-FD : SO-POM : SO-GT5 : SO-MAG	208	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0	## direction deleted because: bad mark in field##.	-24	46.86576	Rhyolite	268.04598	b		Lava Flow
This study	North Shore Volcanics	ns073f	ns073	FS-FD : SO-POM : SO-GT5 : SO-MAG	317	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-52	46.86576	Rhyolite	268.04598	g		Lava Flow
This study	North Shore Volcanics	ns074f	ns074	FS-FD : SO-POM : SO-MAG	279	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-32	46.85744	Rhyolite	268.03275	g		Lava Flow
This study	North Shore Volcanics	ns075e	ns075	FS-FD : SO-POM : SO-MAG	48	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-81	46.86576	Rhyolite	268.04598	g		Lava Flow
This study	North Shore Volcanics	ns076c	ns076	FS-FD : SO-POM : SO-GT5 : SO-MAG	290	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-27	46.85625	Rhyolite	268.03115	g		Lava Flow
This study	North Shore Volcanics	ns076g	ns076	FS-FD : SO-POM : SO-MAG	313	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-18	46.85625	Rhyolite	268.03115	g		Lava Flow
This study	North Shore Volcanics	ns077d	ns077	FS-FD : SO-POM : SO-GT5 : SO-MAG	231	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-45	46.86121	Basalt	268.03966	g		Lava Flow
This study	North Shore Volcanics	ns077e	ns077	FS-FD : SO-POM : SO-GT5 : SO-MAG	186	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-76	46.86121	Basalt	268.03966	g		Lava Flow
This study	North Shore Volcanics	ns077h	ns077	FS-FD : SO-POM : SO-MAG	288	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-92	46.86121	Basalt	268.03966	g		Lava Flow
This study	North Shore Volcanics	ns077i	ns077	FS-FD : SO-POM : SO-MAG	295	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-88	46.86121	Basalt	268.03966	g		Lava Flow
This study	North Shore Volcanics	ns078e	ns078	FS-FD : SO-POM : SO-GT5 : SO-MAG	337	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-14	46.85303	Rhyolite	268.02196	g		Lava Flow
This study	North Shore Volcanics	ns080c	ns080	FS-FD : SO-POM : SO-GT5 : SO-MAG	321	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-21	46.8525	Rhyolite	268.02071	g		Lava Flow
This study	North Shore Volcanics	ns080d	ns080	FS-FD : SO-POM : SO-MAG	316	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-25	46.8525	Rhyolite	268.02071	g		Lava Flow
This study	North Shore Volcanics	ns081f	ns081	FS-FD : SO-POM : SO-MAG	279	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-85	46.85641	Basalt	268.0295	g		Lava Flow
This study	North Shore Volcanics	ns083a	ns083	FS-FD : SO-POM : SO-MAG	124	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-74	46.85339	Basalt	268.02273	g		Lava Flow
This study	North Shore Volcanics	ns085e	ns085	FS-FD : SO-POM : SO-GT5 : SO-MAG	112	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-65	46.8528	Rhyolite	268.02126	g		Lava Flow
This study	North Shore Volcanics	ns087f	ns087	FS-FD : SO-POM : SO-MAG	301	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-45	46.85188	Not Specified	268.01965	g		Lava Flow
This study	North Shore Volcanics	ns087g	ns087	FS-FD : SO-POM : SO-MAG	239	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-86	46.85188	Not Specified	268.01965	g		Lava Flow
This study	North Shore Volcanics	ns034f	ns034	FS-FD : SO-POM : SO-SUN	343.2	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-62	47.01668	Basalt	268.33971	g		Lava Flow
This study	North Shore Volcanics	ns043g	ns043	FS-FD : SO-POM : SO-SUN	304.7	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-31	46.90964	Basalt	268.13537	g		Lava Flow
This study	North Shore Volcanics	ns081dd	ns081	FS-FD : SO-POM : SO-SUN	245.3	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-71	46.85641	Basalt	268.0295	g		Lava Flow
