tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_date	sample_declination_correction	sample_description	sample_dip	sample_lat	sample_lithology	sample_lon	sample_orientation_flag	sample_time_zone	sample_type
This study	North Shore Volcanics	ns028b	ns028	FS-FD : SO-POM : SO-SUN	332.9	14	177	Igneous : Extrusive	2006:07:12:00:00:00.00	0		-90	47.76711	Basalt	269.66823	g		Lava Flow
This study	North Shore Volcanics	ns028c	ns028	FS-FD : SO-POM : SO-GT5 : SO-SUN	333.8	14	177	Igneous : Extrusive	2006:07:12:00:00:00.00	0		-88	47.76711	Basalt	269.66823	g		Lava Flow
This study	North Shore Volcanics	ns028e	ns028	FS-FD : SO-POM : SO-SUN	326.9	14	177	Igneous : Extrusive	2006:07:12:00:00:00.00	0		-90	47.76711	Basalt	269.66823	g		Lava Flow
This study	North Shore Volcanics	ns028f	ns028	FS-FD : SO-POM : SO-SUN	333.5	14	177	Igneous : Extrusive	2006:07:12:00:00:00.00	0		-88	47.76711	Basalt	269.66823	g		Lava Flow
This study	North Shore Volcanics	ns029a	ns029	FS-FD : SO-POM : SO-SUN	0.9	10	190	Igneous : Intrusive	2006:07:12:00:00:00.00	0		-68	47.86887	Gabbro	270.11115	g		Sill
This study	North Shore Volcanics	ns029b	ns029	FS-FD : SO-POM : SO-SUN	358.3	10	190	Igneous : Intrusive	2006:07:12:00:00:00.00	0		-74	47.86887	Gabbro	270.11115	g		Sill
This study	North Shore Volcanics	ns030a	ns030	FS-FD : SO-POM : SO-CMD-NORTH	314.7	10	180	Igneous : Extrusive	2006:07:12:00:00:00.00	357.7		-24	47.79897	Rhyolite	269.89441	g		Lava Flow
This study	North Shore Volcanics	ns030b	ns030	FS-FD : SO-POM : SO-CMD-NORTH	333.7	10	180	Igneous : Extrusive	2006:07:12:00:00:00.00	357.7		-85	47.79897	Rhyolite	269.89441	g		Lava Flow
This study	North Shore Volcanics	ns030c	ns030	FS-FD : SO-POM : SO-CMD-NORTH	351.7	10	180	Igneous : Extrusive	2006:07:12:00:00:00.00	357.7		-50	47.79897	Rhyolite	269.89441	g		Lava Flow
This study	North Shore Volcanics	ns030d	ns030	FS-FD : SO-POM : SO-GT5 : SO-SUN	2	10	180	Igneous : Extrusive	2006:07:12:00:00:00.00	0		-61	47.79897	Rhyolite	269.89441	g		Lava Flow
This study	North Shore Volcanics	ns030f	ns030	FS-FD : SO-POM : SO-GT5 : SO-CMD-NORTH	349.7	10	180	Igneous : Extrusive	2006:07:12:00:00:00.00	357.7		-48	47.79897	Rhyolite	269.89441	g		Lava Flow
This study	North Shore Volcanics	ns031a	ns031	FS-FD : SO-POM : SO-SUN	339.5	14	177	Igneous : Extrusive	2006:07:12:00:00:00.00	0		-91	47.76888	Basalt	269.66913	g		Lava Flow
This study	North Shore Volcanics	ns031b	ns031	FS-FD : SO-POM : SO-SUN	330.4	14	177	Igneous : Extrusive	2006:07:12:00:00:00.00	0		-90	47.76888	Basalt	269.66913	g		Lava Flow
This study	North Shore Volcanics	ns031c	ns031	FS-FD : SO-POM : SO-SUN	350.1	14	177	Igneous : Extrusive	2006:07:12:00:00:00.00	0		-94	47.76888	Basalt	269.66913	g		Lava Flow
This study	North Shore Volcanics	ns031d	ns031	FS-FD : SO-POM : SO-SUN	326.9	14	177	Igneous : Extrusive	2006:07:12:00:00:00.00	0		-61	47.76888	Basalt	269.66913	g		Lava Flow
This study	North Shore Volcanics	ns031f	ns031	FS-FD : SO-POM : SO-GT5 : SO-SUN	341.7	14	177	Igneous : Extrusive	2006:07:12:00:00:00.00	0		-74	47.76888	Basalt	269.66913	g		Lava Flow
This study	North Shore Volcanics	ns032a	ns032	FS-FD : SO-POM : SO-GT5 : SO-SUN	302.8	12	166	Igneous : Extrusive	2006:07:13:00:00:00.00	0		-80	47.73193	Andesite	269.55709	g		Lava Flow
This study	North Shore Volcanics	ns032b	ns032	FS-FD : SO-POM : SO-GT5 : SO-SUN	300.3	12	166	Igneous : Extrusive	2006:07:13:00:00:00.00	0		-84	47.73193	Andesite	269.55709	g		Lava Flow
This study	North Shore Volcanics	ns032c	ns032	FS-FD : SO-POM : SO-GT5 : SO-SUN	334.7	12	166	Igneous : Extrusive	2006:07:13:00:00:00.00	0		-24	47.73193	Andesite	269.55709	g		Lava Flow
This study	North Shore Volcanics	ns032e	ns032	FS-FD : SO-POM : SO-SUN	292	12	166	Igneous : Extrusive	2006:07:13:00:00:00.00	0		-18	47.73193	Andesite	269.55709	g		Lava Flow
This study	North Shore Volcanics	ns032f	ns032	FS-FD : SO-POM : SO-SUN	299.9	12	166	Igneous : Extrusive	2006:07:13:00:00:00.00	0		-10	47.73193	Andesite	269.55709	g		Lava Flow
This study	North Shore Volcanics	ns033a	ns033	FS-FD : SO-POM : SO-SUN	132.2	10	180	Igneous : Extrusive	2006:07:12:00:00:00.00	0		-24	47.81594	Rhyolite	269.89617	g		Lava Flow
This study	North Shore Volcanics	ns033b	ns033	FS-FD : SO-POM : SO-SUN	77.6	10	180	Igneous : Extrusive	2006:07:12:00:00:00.00	0		-32	47.81594	Rhyolite	269.89617	g		Lava Flow
This study	North Shore Volcanics	ns034a	ns034	FS-FD : SO-POM : SO-SUN	357.1	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-18	47.01668	Basalt	268.33971	g		Lava Flow
This study	North Shore Volcanics	ns034b	ns034	FS-FD : SO-POM : SO-SUN	6.2	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-31	47.01668	Basalt	268.33971	g		Lava Flow
This study	North Shore Volcanics	ns034c	ns034	FS-FD : SO-POM : SO-SUN	19	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-26	47.01668	Basalt	268.33971	g		Lava Flow
This study	North Shore Volcanics	ns034d	ns034	FS-FD : SO-POM : SO-SUN	155.7	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-53	47.01668	Basalt	268.33971	g		Lava Flow
This study	North Shore Volcanics	ns034g	ns034	FS-FD : SO-POM : SO-GT5 : SO-SUN	299	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-49	47.01668	Basalt	268.33971	g		Lava Flow
This study	North Shore Volcanics	ns035a	ns035	FS-FD : SO-POM : SO-GT5 : SO-SUN	258.2	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-10	47.01823	Basalt	268.34011	g		Lava Flow
This study	North Shore Volcanics	ns035b	ns035	FS-FD : SO-POM : SO-GT5 : SO-SUN	131.7	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-30	47.01823	Basalt	268.34011	g		Lava Flow
This study	North Shore Volcanics	ns035c	ns035	FS-FD : SO-POM : SO-SUN	149	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-70	47.01823	Basalt	268.34011	g		Lava Flow
This study	North Shore Volcanics	ns035d	ns035	FS-FD : SO-POM : SO-SUN	303.4	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-4	47.01823	Basalt	268.34011	g		Lava Flow
This study	North Shore Volcanics	ns035e	ns035	FS-FD : SO-POM : SO-SUN	299.4	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-6	47.01823	Basalt	268.34011	g		Lava Flow
This study	North Shore Volcanics	ns036a	ns036	FS-FD : SO-POM : SO-CMD-NORTH	252.4	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.4		-94	47.01631	Basalt	268.33969	g		Lava Flow
This study	North Shore Volcanics	ns036b	ns036	FS-FD : SO-POM : SO-CMD-NORTH	249.4	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.4		-83	47.01631	Basalt	268.33969	g		Lava Flow
This study	North Shore Volcanics	ns036d	ns036	FS-FD : SO-POM : SO-CMD-NORTH	279.4	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.4		-2	47.01631	Basalt	268.33969	g		Lava Flow
This study	North Shore Volcanics	ns036e	ns036	FS-FD : SO-POM : SO-CMD-NORTH	312.4	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.4		-58	47.01631	Basalt	268.33969	g		Lava Flow
This study	North Shore Volcanics	ns036f	ns036	FS-FD : SO-POM : SO-CMD-NORTH	263.4	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.4		-91	47.01631	Basalt	268.33969	g		Lava Flow
This study	North Shore Volcanics	ns037a	ns037	FS-FD : SO-POM : SO-SUN	307.1	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-29	47.02017	Basalt	268.34019	g		Lava Flow
This study	North Shore Volcanics	ns037b	ns037	FS-FD : SO-POM : SO-SUN	80.9	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-73	47.02017	Basalt	268.34019	g		Lava Flow
This study	North Shore Volcanics	ns037c	ns037	FS-FD : SO-POM : SO-SUN	152.3	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-52	47.02017	Basalt	268.34019	g		Lava Flow
This study	North Shore Volcanics	ns037f	ns037	FS-FD : SO-POM : SO-SUN	339.7	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-86	47.02017	Basalt	268.34019	g		Lava Flow
This study	North Shore Volcanics	ns037g	ns037	FS-FD : SO-POM : SO-GT5 : SO-SUN	12.3	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-83	47.02017	Basalt	268.34019	g		Lava Flow
This study	North Shore Volcanics	ns038a	ns038	FS-FD : SO-POM : SO-SUN	345.4	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-29	46.95412	Basalt	268.22677	g		Lava Flow
This study	North Shore Volcanics	ns038b	ns038	FS-FD : SO-POM : SO-SUN	337.1	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	0		-31	46.95412	Basalt	268.22677	g		Lava Flow
This study	North Shore Volcanics	ns038c	ns038	FS-FD : SO-POM : SO-CMD-NORTH	308.5	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.5		-29	46.95412	Basalt	268.22677	g		Lava Flow
This study	North Shore Volcanics	ns038d	ns038	FS-FD : SO-POM : SO-CMD-NORTH	312.5	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.5		-94	46.95412	Basalt	268.22677	g		Lava Flow
This study	North Shore Volcanics	ns038f	ns038	FS-FD : SO-POM : SO-GT5 : SO-CMD-NORTH	306.5	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.5		-24	46.95412	Basalt	268.22677	g		Lava Flow
This study	North Shore Volcanics	ns039a	ns039	FS-FD : SO-POM : SO-GT5 : SO-CMD-NORTH	270.5	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.5		-80	46.95296	Basalt	268.22442	g		Lava Flow
This study	North Shore Volcanics	ns039b	ns039	FS-FD : SO-POM : SO-GT5 : SO-CMD-NORTH	299.5	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.5		-98	46.95296	Basalt	268.22442	g		Lava Flow
This study	North Shore Volcanics	ns039c	ns039	FS-FD : SO-POM : SO-CMD-NORTH	285.5	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.5		-99	46.95296	Basalt	268.22442	g		Lava Flow
This study	North Shore Volcanics	ns039d	ns039	FS-FD : SO-POM : SO-GT5 : SO-CMD-NORTH	286.5	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.5		-70	46.95296	Basalt	268.22442	g		Lava Flow
This study	North Shore Volcanics	ns039e	ns039	FS-FD : SO-POM : SO-CMD-NORTH	282.5	12	119	Igneous : Extrusive	2006:07:14:00:00:00.00	359.5		-84	46.95296	Basalt	268.22442	g		Lava Flow
This study	North Shore Volcanics	ns040a	ns040	FS-FD : SO-POM : SO-SUN	187	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-34	46.92496	Basalt	268.17933	g		Lava Flow
This study	North Shore Volcanics	ns040b	ns040	FS-FD : SO-POM : SO-SUN	11	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-28	46.92496	Basalt	268.17933	g		Lava Flow
This study	North Shore Volcanics	ns040c	ns040	FS-FD : SO-POM : SO-SUN	311.7	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-9	46.92496	Basalt	268.17933	g		Lava Flow
This study	North Shore Volcanics	ns040e	ns040	FS-FD : SO-POM : SO-SUN	301	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-24	46.92496	Basalt	268.17933	g		Lava Flow
This study	North Shore Volcanics	ns040f	ns040	FS-FD : SO-POM : SO-GT5 : SO-SUN	338.6	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-39	46.92496	Basalt	268.17933	g		Lava Flow
This study	North Shore Volcanics	ns041a	ns041	FS-FD : SO-POM : SO-GT5 : SO-SUN	312.6	16	112	Igneous : Intrusive	2006:07:15:00:00:00.00	0		-29	46.92407	Basalt	268.18249	g		Sill
This study	North Shore Volcanics	ns041c	ns041	FS-FD : SO-POM : SO-SUN	338.6	16	112	Igneous : Intrusive	2006:07:15:00:00:00.00	0		-38	46.92407	Basalt	268.18249	g		Sill
This study	North Shore Volcanics	ns041d	ns041	FS-FD : SO-POM : SO-SUN	3.6	16	112	Igneous : Intrusive	2006:07:15:00:00:00.00	0		-48	46.92407	Basalt	268.18249	g		Sill
This study	North Shore Volcanics	ns041e	ns041	FS-FD : SO-POM : SO-SUN	350.6	16	112	Igneous : Intrusive	2006:07:15:00:00:00.00	0		-51	46.92407	Basalt	268.18249	g		Sill
This study	North Shore Volcanics	ns041f	ns041	FS-FD : SO-POM : SO-SUN	350.8	16	112	Igneous : Intrusive	2006:07:15:00:00:00.00	0		-40	46.92407	Basalt	268.18249	g		Sill
This study	North Shore Volcanics	ns042a	ns042	FS-FD : SO-POM : SO-GT5 : SO-SUN	121.3	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-17	46.91051	Basalt	268.18249	g		Lava Flow
This study	North Shore Volcanics	ns042b	ns042	FS-FD : SO-POM : SO-GT5 : SO-SUN	238.6	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-16	46.91051	Basalt	268.18249	g		Lava Flow
This study	North Shore Volcanics	ns042c	ns042	FS-FD : SO-POM : SO-GT5 : SO-SUN	322.9	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-11	46.91051	Basalt	268.18249	g		Lava Flow
This study	North Shore Volcanics	ns042d	ns042	FS-FD : SO-POM : SO-GT5 : SO-SUN	16.3	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-5	46.91051	Basalt	268.18249	g		Lava Flow
This study	North Shore Volcanics	ns042e	ns042	FS-FD : SO-POM : SO-SUN	235.9	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-7	46.91051	Basalt	268.18249	g		Lava Flow
This study	North Shore Volcanics	ns043a	ns043	FS-FD : SO-POM : SO-GT5 : SO-SUN	304	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-34	46.90964	Basalt	268.13537	g		Lava Flow
This study	North Shore Volcanics	ns043b	ns043	FS-FD : SO-POM : SO-GT5 : SO-SUN	317.6	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-38	46.90964	Basalt	268.13537	g		Lava Flow
This study	North Shore Volcanics	ns043c	ns043	FS-FD : SO-POM : SO-GT5 : SO-SUN	327	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-43	46.90964	Basalt	268.13537	g		Lava Flow
This study	North Shore Volcanics	ns043e	ns043	FS-FD : SO-POM : SO-GT5 : SO-SUN	273.9	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-18	46.90964	Basalt	268.13537	g		Lava Flow
This study	North Shore Volcanics	ns043f	ns043	FS-FD : SO-POM : SO-SUN	317.9	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-30	46.90964	Basalt	268.13537	g		Lava Flow
This study	North Shore Volcanics	ns044a	ns044	FS-FD : SO-POM : SO-GT5 : SO-SUN	285	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-20	46.91107	Basalt	268.13956	g		Lava Flow
This study	North Shore Volcanics	ns044b	ns044	FS-FD : SO-POM : SO-SUN	306.1	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-19	46.91107	Basalt	268.13956	g		Lava Flow
This study	North Shore Volcanics	ns044d	ns044	FS-FD : SO-POM : SO-GT5 : SO-SUN	335.3	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-47	46.91107	Basalt	268.13956	g		Lava Flow
This study	North Shore Volcanics	ns044e	ns044	FS-FD : SO-POM : SO-SUN	0.7	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-38	46.91107	Basalt	268.13956	g		Lava Flow
This study	North Shore Volcanics	ns044f	ns044	FS-FD : SO-POM : SO-SUN	343.4	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-33	46.91107	Basalt	268.13956	g		Lava Flow
This study	North Shore Volcanics	ns045a	ns045	FS-FD : SO-POM : SO-SUN	38.4	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-72	46.90995	Basalt	268.13652	g		Lava Flow
This study	North Shore Volcanics	ns045b	ns045	FS-FD : SO-POM : SO-GT5 : SO-SUN	133	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-67	46.90995	Basalt	268.13652	g		Lava Flow
This study	North Shore Volcanics	ns045e	ns045	FS-FD : SO-POM : SO-GT5 : SO-SUN	290.6	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-78	46.90995	Basalt	268.13652	g		Lava Flow
This study	North Shore Volcanics	ns045f	ns045	FS-FD : SO-POM : SO-SUN	326.6	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-66	46.90995	Basalt	268.13652	g		Lava Flow
This study	North Shore Volcanics	ns046a	ns046	FS-FD : SO-POM : SO-GT5 : SO-SUN	46.1	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-18	46.89996	Basalt	268.10844	g		Lava Flow
This study	North Shore Volcanics	ns046b	ns046	FS-FD : SO-POM : SO-SUN	309.4	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-23	46.89996	Basalt	268.10844	g		Lava Flow
This study	North Shore Volcanics	ns046c	ns046	FS-FD : SO-POM : SO-SUN	329.1	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-38	46.89996	Basalt	268.10844	g		Lava Flow
This study	North Shore Volcanics	ns046f	ns046	FS-FD : SO-POM : SO-GT5 : SO-SUN	335.8	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-28	46.89996	Basalt	268.10844	g		Lava Flow
This study	North Shore Volcanics	ns046h	ns046	FS-FD : SO-POM : SO-SUN	323.7	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-9	46.89996	Basalt	268.10844	g		Lava Flow
This study	North Shore Volcanics	ns047a	ns047	FS-FD : SO-POM : SO-GT5 : SO-SUN	117.9	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-76	46.90163	Basalt	268.11151	g		Lava Flow
This study	North Shore Volcanics	ns047b	ns047	FS-FD : SO-POM : SO-SUN	110.4	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-77	46.90163	Basalt	268.11151	g		Lava Flow
This study	North Shore Volcanics	ns047c	ns047	FS-FD : SO-POM : SO-GT5 : SO-SUN	128	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-39	46.90163	Basalt	268.11151	g		Lava Flow
This study	North Shore Volcanics	ns047e	ns047	FS-FD : SO-POM : SO-GT5 : SO-SUN	312.7	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-29	46.90163	Basalt	268.11151	g		Lava Flow
This study	North Shore Volcanics	ns047f	ns047	FS-FD : SO-POM : SO-GT5 : SO-SUN	317.5	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-57	46.90163	Basalt	268.11151	g		Lava Flow
This study	North Shore Volcanics	ns048b	ns048	FS-FD : SO-POM : SO-SUN	272.3	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-22	46.89692	Basalt	268.10385	g		Lava Flow
This study	North Shore Volcanics	ns048c	ns048	FS-FD : SO-POM : SO-SUN	305.4	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-14	46.89692	Basalt	268.10385	g		Lava Flow
This study	North Shore Volcanics	ns048d	ns048	FS-FD : SO-POM : SO-SUN	22.2	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-10	46.89692	Basalt	268.10385	g		Lava Flow
This study	North Shore Volcanics	ns048e	ns048	FS-FD : SO-POM : SO-SUN	82.7	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-39	46.89692	Basalt	268.10385	g		Lava Flow
This study	North Shore Volcanics	ns049a	ns049	FS-FD : SO-POM : SO-SUN	128.9	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-55	46.90292	Basalt	268.11385	g		Lava Flow
This study	North Shore Volcanics	ns049b	ns049	FS-FD : SO-POM : SO-SUN	153.6	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-64	46.90292	Basalt	268.11385	g		Lava Flow
This study	North Shore Volcanics	ns049e	ns049	FS-FD : SO-POM : SO-SUN	101.8	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-54	46.90292	Basalt	268.11385	g		Lava Flow
This study	North Shore Volcanics	ns049f	ns049	FS-FD : SO-POM : SO-SUN	148.4	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-73	46.90292	Basalt	268.11385	g		Lava Flow
This study	North Shore Volcanics	ns049g	ns049	FS-FD : SO-POM : SO-SUN	155.3	16	112	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-76	46.90292	Basalt	268.11385	g		Lava Flow
This study	North Shore Volcanics	ns050a	ns050	FS-FD : SO-POM : SO-GT5 : SO-SUN	124.7	18	111	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-5	46.88286	Basalt	268.08416	g		Lava Flow
This study	North Shore Volcanics	ns050b	ns050	FS-FD : SO-POM : SO-SUN	23.2	18	111	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-4	46.88286	Basalt	268.08416	g		Lava Flow
This study	North Shore Volcanics	ns050c	ns050	FS-FD : SO-POM : SO-SUN	64.1	18	111	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-6	46.88286	Basalt	268.08416	g		Lava Flow
This study	North Shore Volcanics	ns050d	ns050	FS-FD : SO-POM : SO-SUN	334.8	18	111	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-7	46.88286	Basalt	268.08416	g		Lava Flow
This study	North Shore Volcanics	ns050f	ns050	FS-FD : SO-POM : SO-GT5 : SO-SUN	310.1	18	111	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-41	46.88286	Basalt	268.08416	g		Lava Flow
This study	North Shore Volcanics	ns051a	ns051	FS-FD : SO-POM : SO-SUN	350.2	18	111	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-80	46.88497	Basalt	268.08801	g		Lava Flow
This study	North Shore Volcanics	ns051b	ns051	FS-FD : SO-POM : SO-SUN	1.2	18	111	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-81	46.88497	Basalt	268.08801	g		Lava Flow
This study	North Shore Volcanics	ns051c	ns051	FS-FD : SO-POM : SO-CMD-NORTH	321.7	18	111	Igneous : Extrusive	2006:07:15:00:00:00.00	359.7		-80	46.88497	Basalt	268.08801	g		Lava Flow
This study	North Shore Volcanics	ns051d	ns051	FS-FD : SO-POM : SO-SUN	208.8	18	111	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-84	46.88497	Basalt	268.08801	g		Lava Flow
This study	North Shore Volcanics	ns051e	ns051	FS-FD : SO-POM : SO-SUN	212	18	111	Igneous : Extrusive	2006:07:15:00:00:00.00	0		-86	46.88497	Basalt	268.08801	g		Lava Flow
This study	North Shore Volcanics	ns052a	ns052	FS-FD : SO-POM : SO-GT5 : SO-SUN	263.5	16	112	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-3	46.89534	Basalt	268.1015	g		Lava Flow
This study	North Shore Volcanics	ns052b	ns052	FS-FD : SO-POM : SO-GT5 : SO-SUN	318	16	112	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-20	46.89534	Basalt	268.1015	g		Lava Flow
This study	North Shore Volcanics	ns052c	ns052	FS-FD : SO-POM : SO-GT5 : SO-SUN	246.9	16	112	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-14	46.89534	Basalt	268.1015	g		Lava Flow
This study	North Shore Volcanics	ns052d	ns052	FS-FD : SO-POM : SO-GT5 : SO-SUN	283.4	16	112	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-28	46.89534	Basalt	268.1015	g		Lava Flow
This study	North Shore Volcanics	ns052f	ns052	FS-FD : SO-POM : SO-GT5 : SO-SUN	263.8	16	112	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-22	46.89534	Basalt	268.1015	g		Lava Flow
This study	North Shore Volcanics	ns053a	ns053	FS-FD : SO-POM : SO-SUN	252.2	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-40	46.87654	Basalt	268.06891	g		Lava Flow
This study	North Shore Volcanics	ns053b	ns053	FS-FD : SO-POM : SO-GT5 : SO-SUN	280.4	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-35	46.87654	Basalt	268.06891	g		Lava Flow
This study	North Shore Volcanics	ns053c	ns053	FS-FD : SO-POM : SO-GT5 : SO-SUN	269.2	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-30	46.87654	Basalt	268.06891	g		Lava Flow
This study	North Shore Volcanics	ns053e	ns053	FS-FD : SO-POM : SO-SUN	219.5	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-29	46.87654	Basalt	268.06891	g		Lava Flow
This study	North Shore Volcanics	ns053f	ns053	FS-FD : SO-POM : SO-SUN	207.9	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-23	46.87654	Basalt	268.06891	g		Lava Flow
This study	North Shore Volcanics	ns054a	ns054	FS-FD : SO-POM : SO-SUN	302.9	16	112	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-20	46.89499	Basalt	268.10066	g		Lava Flow
This study	North Shore Volcanics	ns054b	ns054	FS-FD : SO-POM : SO-SUN	182.1	16	112	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-19	46.89499	Basalt	268.10066	g		Lava Flow
This study	North Shore Volcanics	ns054c	ns054	FS-FD : SO-POM : SO-SUN	240	16	112	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-21	46.89499	Basalt	268.10066	g		Lava Flow
This study	North Shore Volcanics	ns054d	ns054	FS-FD : SO-POM : SO-SUN	313.7	16	112	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-30	46.89499	Basalt	268.10066	g		Lava Flow
This study	North Shore Volcanics	ns054f	ns054	FS-FD : SO-POM : SO-SUN	287	16	112	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-16	46.89499	Basalt	268.10066	g		Lava Flow
This study	North Shore Volcanics	ns055a	ns055	FS-FD : SO-POM : SO-SUN	311	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-86	46.87575	Rhyolite	268.04751	g		Lava Flow
This study	North Shore Volcanics	ns055b	ns055	FS-FD : SO-POM : SO-SUN	314.5	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-90	46.87575	Rhyolite	268.04751	g		Lava Flow
