tab	sites																																			
site	location	samples	specimens	age	age_high	age_low	age_sigma	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	height	lat	lon	geologic_classes	geologic_types	lithologies	analysts	software_packages	citations	method_codes	result_quality	result_type	vgp_dm	vgp_dp	vgp_lat	vgp_lon	dir_n_specimens
GB22	Gooseberry River	GB22-1:GB22-2:GB22-3:GB22-4:GB22-5:GB22-6:GB22-7:GB22-8	GB22-1a:GB22-2a:GB22-3a:GB22-4a:GB22-5a:GB22-6a:GB22-7a:GB22-8a	1095	1096.5	1093.6		Ma	2.6	HT	302.6	41.1	469	8	8	0	n	7.9851	100	281.075	47.14452	268.52621	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	3.2	1.9	39	171.9	8
GB23	Gooseberry River	GB23-10:GB23-11:GB23-1:GB23-3:GB23-4:GB23-5:GB23-7:GB23-8	GB23-10a:GB23-11a:GB23-1a:GB23-3a:GB23-4a:GB23-5a:GB23-7a:GB23-8a	1095	1096.5	1093.6		Ma	4.2	HT	298.5	34.9	175	8	8	0	t	7.9601	0	286.28889	47.14303	268.52687	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	4.8	2.8	33.2	171.2	8
GB23	Gooseberry River	GB23-10:GB23-11:GB23-1:GB23-3:GB23-4:GB23-5:GB23-7:GB23-8	GB23-10a:GB23-11a:GB23-1a:GB23-3a:GB23-4a:GB23-5a:GB23-7a:GB23-8a	1095	1096.5	1093.6		Ma	4.2	HT	299.6	44.3	176	8	8	0	n	7.9602	100	286.28889	47.14303	268.52687	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	5.3	3.3	38.6	176.5	8
GB24	Gooseberry River	GB24-10:GB24-1:GB24-2:GB24-3:GB24-4:GB24-5:GB24-6:GB24-7:GB24-8:GB24-9	GB24-10a:GB24-1a:GB24-2a:GB24-3a:GB24-4a:GB24-5a:GB24-6a:GB24-7a:GB24-8a:GB24-9a	1095	1096.5	1093.6		Ma	2.9	HT	295.9	35.6	283	10	10	0	t	9.9683	0	287.725	47.14317	268.5276	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	3.4	1.9	31.8	173.7	10
GB24	Gooseberry River	GB24-10:GB24-1:GB24-2:GB24-3:GB24-4:GB24-5:GB24-6:GB24-7:GB24-8:GB24-9	GB24-10a:GB24-1a:GB24-2a:GB24-3a:GB24-4a:GB24-5a:GB24-6a:GB24-7a:GB24-8a:GB24-9a	1095	1096.5	1093.6		Ma	2.9	HT	296.7	45.1	283	10	10	0	n	9.9682	100	287.725	47.14317	268.5276	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	3.7	2.3	37	179.3	10
GB25	Gooseberry River	GB25-1:GB25-3:GB25-4:GB25-5:GB25-6:GB25-7:GB25-8	GB25-1a:GB25-3a:GB25-4a:GB25-5a:GB25-6a:GB25-7a:GB25-8a	1095	1096.5	1093.6		Ma	5.8	HT	295.3	36.2	111	7	7	0	t	6.9459	0	291.15	47.1433	268.52755	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	6.7	3.9	31.7	174.5	7
GB25	Gooseberry River	GB25-1:GB25-3:GB25-4:GB25-5:GB25-6:GB25-7:GB25-8	GB25-1a:GB25-3a:GB25-4a:GB25-5a:GB25-6a:GB25-7a:GB25-8a	1095	1096.5	1093.6		Ma	5.8	HT	296	45.7	111	7	7	0	n	6.946	100	291.15	47.1433	268.52755	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	7.4	4.7	36.8	180.3	7
GB26	Gooseberry River	GB26-1:GB26-2:GB26-3:GB26-4:GB26-6:GB26-7:GB26-8:GB26-9	GB26-1a:GB26-2a:GB26-3a:GB26-4a:GB26-6a:GB26-7a:GB26-8a:GB26-9a	1095	1096.5	1093.6		Ma	2	HT	301.8	28.6	745	8	8	0	t	7.9906	0	300.825	47.1421	268.53287	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	2.2	1.2	32.6	165.2	8
GB26	Gooseberry River	GB26-1:GB26-2:GB26-3:GB26-4:GB26-6:GB26-7:GB26-8:GB26-9	GB26-1a:GB26-2a:GB26-3a:GB26-4a:GB26-6a:GB26-7a:GB26-8a:GB26-9a	1095	1096.5	1093.6		Ma	2	HT	303.1	37.8	740	8	8	0	n	7.9905	100	300.825	47.1421	268.53287	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	2.4	1.4	37.7	169.3	8
GB27	Gooseberry River	GB27-1:GB27-2:GB27-3:GB27-4:GB27-5:GB27-6:GB27-7:GB27-8	GB27-1a:GB27-2a:GB27-3a:GB27-4a:GB27-5a:GB27-6a:GB27-7a:GB27-8a	1095	1096.5	1093.6		Ma	2.3	HT	301.5	32.2	582	8	8	0	t	7.988	0	304.8375	47.14234	268.53255	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	2.6	1.5	34	167.3	8
GB27	Gooseberry River	GB27-1:GB27-2:GB27-3:GB27-4:GB27-5:GB27-6:GB27-7:GB27-8	GB27-1a:GB27-2a:GB27-3a:GB27-4a:GB27-5a:GB27-6a:GB27-7a:GB27-8a	1095	1096.5	1093.6		Ma	2.3	HT	302.9	41.5	584	8	8	0	n	7.988	100	304.8375	47.14234	268.53255	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	2.8	1.7	39.4	171.9	8
GB28	Gooseberry River	GB28-1:GB28-2:GB28-3:GB28-4:GB28-5:GB28-6	GB28-1a:GB28-2a:GB28-3a:GB28-4a:GB28-5a:GB28-6a	1095	1096.5	1093.6		Ma	2	HT	302.2	42.8	1163	6	6	0	n	5.9957	100	306.81667	47.1426	268.5325	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	2.5	1.5	39.6	173.4	6
GB28	Gooseberry River	GB28-1:GB28-2:GB28-3:GB28-4:GB28-5:GB28-6	GB28-1a:GB28-2a:GB28-3a:GB28-4a:GB28-5a:GB28-6a	1095	1096.5	1093.6		Ma	2	HT	300.8	33.5	1157	6	6	0	t	5.9957	0	306.81667	47.1426	268.5325	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	2.3	1.3	34.1	168.6	6
GB29	Gooseberry River	GB29-1:GB29-2:GB29-3:GB29-4:GB29-5:GB29-6:GB29-7	GB29-1a:GB29-2a:GB29-3a:GB29-4a:GB29-5a:GB29-6a:GB29-7a	1095	1096.5	1093.6		Ma	3.5	HT	298.1	29.9	298	7	7	0	t	6.9799	0	314.37143	47.14331	268.53246	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	3.9	2.2	30.7	168.9	7
GB29	Gooseberry River	GB29-1:GB29-2:GB29-3:GB29-4:GB29-5:GB29-6:GB29-7	GB29-1a:GB29-2a:GB29-3a:GB29-4a:GB29-5a:GB29-6a:GB29-7a	1095	1096.5	1093.6		Ma	3.5	HT	299	39.3	297	7	7	0	n	6.9798	100	314.37143	47.14331	268.53246	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	4.2	2.5	35.7	173.5	7
GB3	Gooseberry River	GB3-1:GB3-2:GB3-3:GB3-4:GB3-5:GB3-6:GB3-7:GB3-8	GB3-1a:GB3-2a:GB3-3a:GB3-4a:GB3-5a:GB3-6a:GB3-7a:GB3-8a	1095	1096.5	1093.6		Ma	2.1	HT	301.3	33.6	717	8	8	0	t	7.9902	0	21.89375	47.15513	268.50975	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	2.4	1.4	34.5	168.2	8
GB3	Gooseberry River	GB3-1:GB3-2:GB3-3:GB3-4:GB3-5:GB3-6:GB3-7:GB3-8	GB3-1a:GB3-2a:GB3-3a:GB3-4a:GB3-5a:GB3-6a:GB3-7a:GB3-8a	1095	1096.5	1093.6		Ma	2.1	HT	302.8	43	720	8	8	0	n	7.9903	100	21.89375	47.15513	268.50975	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	2.6	1.6	40.1	173.1	8
GB30	Gooseberry River	GB30-1:GB30-2:GB30-3:GB30-4:GB30-5:GB30-6:GB30-7	GB30-1a:GB30-2a:GB30-3a:GB30-4a:GB30-5a:GB30-6a:GB30-7a	1095	1096.5	1093.6		Ma	7.6	HT	321.9	31	64	7	7	0	n	6.9065	0	316.05	47.14341	268.53151	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	8.5	4.7	46.3	147.4	7
GB30	Gooseberry River	GB30-1:GB30-2:GB30-3:GB30-4:GB30-5:GB30-6:GB30-7	GB30-1a:GB30-2a:GB30-3a:GB30-4a:GB30-5a:GB30-6a:GB30-7a	1095	1096.5	1093.6		Ma	7.6	HT	325.5	39	64	7	7	0	n	6.9063	100	316.05	47.14341	268.53151	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	9.1	5.4	52.6	148.4	7
GB31	Gooseberry River	GB31-2:GB31-3:GB31-5:GB31-6:GB31-7:GB31-8:GB31-9	GB31-2a:GB31-3a:GB31-5a:GB31-6a:GB31-7a:GB31-8a:GB31-9a	1095	1096.5	1093.6		Ma	1.7	HT	286.5	27.4	1272	7	7	0	t	6.9953	0	423.8	47.13752	268.54047	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	1.9	1	21.8	176.6	7
GB31	Gooseberry River	GB31-2:GB31-3:GB31-5:GB31-6:GB31-7:GB31-8:GB31-9	GB31-2a:GB31-3a:GB31-5a:GB31-6a:GB31-7a:GB31-8a:GB31-9a	1095	1096.5	1093.6		Ma	1.7	HT	286.1	36.9	1285	7	7	0	t	6.9953	100	423.8	47.13752	268.54047	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	2	1.2	25.7	181.6	7
GB32	Gooseberry River	GB32-1:GB32-2:GB32-3:GB32-4:GB32-5:GB32-6:GB32-7:GB32-8	GB32-1a:GB32-2a:GB32-3a:GB32-4a:GB32-5a:GB32-6a:GB32-7a:GB32-8a	1095	1096.5	1093.6		Ma	2.3	HT	285.3	36.1	562	8	8	0	t	7.9875	0	449.5875	47.14045	268.54447	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	2.7	1.6	24.8	181.8	8
GB32	Gooseberry River	GB32-1:GB32-2:GB32-3:GB32-4:GB32-5:GB32-6:GB32-7:GB32-8	GB32-1a:GB32-2a:GB32-3a:GB32-4a:GB32-5a:GB32-6a:GB32-7a:GB32-8a	1095	1096.5	1093.6		Ma	2.3	HT	284.5	45.6	560	8	8	0	t	7.9875	100	449.5875	47.14045	268.54447	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	2.9	1.9	29	188.1	8
GB4	Gooseberry River	GB4-1:GB4-2:GB4-3:GB4-4:GB4-5:GB4-6:GB4-7:GB4-8	GB4-1a:GB4-2a:GB4-3a:GB4-4a:GB4-5a:GB4-6a:GB4-7a:GB4-8a	1095	1096.5	1093.6		Ma	3.9	HT	290.8	39.8	202	8	8	0	t	7.9653	0	27.2875	47.15491	268.50998	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	4.7	2.8	30.3	179.9	8
GB4	Gooseberry River	GB4-1:GB4-2:GB4-3:GB4-4:GB4-5:GB4-6:GB4-7:GB4-8	GB4-1a:GB4-2a:GB4-3a:GB4-4a:GB4-5a:GB4-6a:GB4-7a:GB4-8a	1095	1096.5	1093.6		Ma	3.9	HT	290.9	49.3	202	8	8	0	n	7.9653	100	27.2875	47.15491	268.50998	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	5.2	3.4	35.3	186.7	8
GB5	Gooseberry River	GB5-1:GB5-3:GB5-4:GB5-5:GB5-6:GB5-7:GB5-8	GB5-1a:GB5-3a:GB5-4a:GB5-5a:GB5-6a:GB5-7a:GB5-8a	1095	1096.5	1093.6		Ma	2.1	HT	5.5	-57.7	860	7	7	0	t	6.993	0	42.12143	47.15416	268.51222	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	3.1	2.3	4.4	84.2	7
GB5	Gooseberry River	GB5-1:GB5-3:GB5-4:GB5-5:GB5-6:GB5-7:GB5-8	GB5-1a:GB5-3a:GB5-4a:GB5-5a:GB5-6a:GB5-7a:GB5-8a	1095	1096.5	1093.6		Ma	2.1	HT	352.4	-54.2	845	7	7	0	t	6.9929	100	42.12143	47.15416	268.51222	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	3	2.1	7.8	94.8	7
GB6	Gooseberry River	GB6-1:GB6-2:GB6-3:GB6-4:GB6-5:GB6-6:GB6-7:GB6-8:GB6-9	GB6-1a:GB6-2a:GB6-3a:GB6-4a:GB6-5a:GB6-6a:GB6-7a:GB6-8a:GB6-9a	1095	1096.5	1093.6		Ma	2.6	HT	313	39.4	383	9	9	0	n	8.9791	0	82.22	47.15336	268.51438	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	3.1	1.9	45	161.7	9
GB6	Gooseberry River	GB6-1:GB6-2:GB6-3:GB6-4:GB6-5:GB6-6:GB6-7:GB6-8:GB6-9	GB6-1a:GB6-2a:GB6-3a:GB6-4a:GB6-5a:GB6-6a:GB6-7a:GB6-8a:GB6-9a	1095	1096.5	1093.6		Ma	2.6	HT	316.7	48.1	383	9	9	0	n	8.9791	100	82.22	47.15336	268.51438	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	3.4	2.2	52.1	165.8	9
GB7	Gooseberry River	GB7-10:GB7-1:GB7-2:GB7-3:GB7-4:GB7-5:GB7-6:GB7-8:GB7-9	GB7-10a:GB7-1a:GB7-2a:GB7-3a:GB7-4a:GB7-5a:GB7-6a:GB7-8a:GB7-9a	1095	1096.5	1093.6		Ma	4.6	HT	297.6	28	126	9	9	0	t	8.9367	0	179.637	47.1498	268.51813	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	5	2.8	29.5	168.4	9
GB7	Gooseberry River	GB7-10:GB7-1:GB7-2:GB7-3:GB7-4:GB7-5:GB7-6:GB7-8:GB7-9	GB7-10a:GB7-1a:GB7-2a:GB7-3a:GB7-4a:GB7-5a:GB7-6a:GB7-8a:GB7-9a	1095	1096.5	1093.6		Ma	4.6	HT	298.4	37.4	126	9	9	0	t	8.9363	100	179.637	47.1498	268.51813	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	5.4	3.2	34.3	172.8	9
GB8	Gooseberry River	GB8-1:GB8-2:GB8-4:GB8-5:GB8-6:GB8-7:GB8-8:GB8-9	GB8-1a:GB8-2a:GB8-4a:GB8-5a:GB8-6a:GB8-7a:GB8-8a:GB8-9a	1095	1096.5	1093.6		Ma	2.7	HT	297.6	29.1	426	8	8	0	t	7.9836	0	187.20556	47.14958	268.51869	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	3	1.6	30	168.9	8
GB8	Gooseberry River	GB8-1:GB8-2:GB8-4:GB8-5:GB8-6:GB8-7:GB8-8:GB8-9	GB8-1a:GB8-2a:GB8-4a:GB8-5a:GB8-6a:GB8-7a:GB8-8a:GB8-9a	1095	1096.5	1093.6		Ma	2.7	HT	298.4	38.5	431	8	8	0	t	7.9838	100	187.20556	47.14958	268.51869	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	3.2	1.9	34.9	173.4	8
GB9	Gooseberry River	GB9-2:GB9-4:GB9-5:GB9-6:GB9-7:GB9-8:GB9-9	GB9-2a:GB9-4a:GB9-5a:GB9-6a:GB9-7a:GB9-8a:GB9-9a	1095	1096.5	1093.6		Ma	3.9	HT	300	25.4	241	7	7	0	t	6.9751	0	226.44444	47.14933	268.5227	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	4.2	2.3	30	165.2	7
GB9	Gooseberry River	GB9-2:GB9-4:GB9-5:GB9-6:GB9-7:GB9-8:GB9-9	GB9-2a:GB9-4a:GB9-5a:GB9-6a:GB9-7a:GB9-8a:GB9-9a	1095	1096.5	1093.6		Ma	3.9	HT	301	34.7	238	7	7	0	t	6.9748	100	226.44444	47.14933	268.5227	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	4.5	2.6	34.8	169.1	7
Puf1	Puff Island	Puf1-1:Puf1-2:Puf1-3:Puf1-4:Puf1-5:Puf1-6:Puf1-7:Puf1-8	Puf1-1a:Puf1-2a:Puf1-3a:Puf1-4a:Puf1-5a:Puf1-6a:Puf1-7a:Puf1-8a	1095	1105	1085		Ma	3.8	mag	305.7	16.1	218	8	8	0	t	7.9678	0	2.3125	48.65753	271.96054	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	3.9	2	29.3	159.1	8
Puf1	Puff Island	Puf1-1:Puf1-2:Puf1-3:Puf1-4:Puf1-5:Puf1-6:Puf1-7:Puf1-8	Puf1-1a:Puf1-2a:Puf1-3a:Puf1-4a:Puf1-5a:Puf1-6a:Puf1-7a:Puf1-8a	1095	1105	1085		Ma	3.8	mag	303.4	25.2	219	8	8	0	t	7.968	100	2.3125	48.65753	271.96054	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	4.1	2.2	31.7	164.8	8
Puf2	Puff Island	Puf2-1:Puf2-2:Puf2-3:Puf2-4:Puf2-5:Puf2-6:Puf2-7	Puf2-1a:Puf2-2a:Puf2-3a:Puf2-4a:Puf2-5a:Puf2-6a:Puf2-7a	1095	1105	1085		Ma	3.5	mag	299.6	16.4	291	7	7	0	t	6.9794	0	4.94286	48.65744	271.96056	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	3.6	1.9	25.6	164.5	7
Puf2	Puff Island	Puf2-1:Puf2-2:Puf2-3:Puf2-4:Puf2-5:Puf2-6:Puf2-7	Puf2-1a:Puf2-2a:Puf2-3a:Puf2-4a:Puf2-5a:Puf2-6a:Puf2-7a	1095	1105	1085		Ma	3.5	mag	296.9	24.7	293	7	7	0	t	6.9795	100	4.94286	48.65744	271.96056	Extrusive	Lava Flow	Basaltic Lava		pmagpy-4.0.0: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	3.8	2	27.4	170.1	7
