tab	samples																
analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lat	lithologies	lon	method_codes	result_quality	result_type	sample	site
	331.9		60.1	331.8	This study	-12	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF30.6	CF30
	331.9		60.1	331.8	This study	-17	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF30.7	CF30
	7.9		60.1	331.8	This study	-46	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF30.8	CF30
	312.9		60.1	331.8	This study	-22	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF31.2	CF31
	348.9		60.1	331.8	This study	-33	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF31.3	CF31
	327.9		60.1	331.8	This study	-41	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF31.4	CF31
	271.9		60.1	331.8	This study	-30	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF31.5	CF31
	274.9		60.1	331.8	This study	-30	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF31.6	CF31
	48.9		60.1	331.8	This study	-60	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF31.7	CF31
	51.9		60.1	331.8	This study	-70	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF31.8	CF31
	27.9		60.1	331.8	This study	-19	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF32.2	CF32
	33.9		60.1	331.8	This study	-17	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF32.3	CF32
	63.9		60.1	331.8	This study	-19	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF32.5	CF32
	58.9		60.1	331.8	This study	-23	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF32.6	CF32
	256.9		60.1	331.8	This study	-85	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF33.2	CF33
	259.9		60.1	331.8	This study	-94	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF33.4	CF33
	259.9		60.1	331.8	This study	-86	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF33.5	CF33
	254.9		60.1	331.8	This study	-80	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF33.7	CF33
	254.9		60.1	331.8	This study	-85	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF33.8	CF33
	230.4		60.1	331.8	This study	-56	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF34.1	CF34
	237.9		60.1	331.8	This study	-40	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF34.4	CF34
	224.9		60.1	331.8	This study	-63	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF34.5	CF34
	154.9		60.1	331.8	This study	-46	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF34.8	CF34
	229.9		60.1	331.8	This study	-80	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF35.3	CF35
	227.9		60.1	331.8	This study	-94	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF35.4	CF35
	229.9		60.1	331.8	This study	-96	Extrusive	Lava Flow	0		Basaltic Lava		SO-CMD-NORTH	g	i	CF35.5	CF35
	175.9		60.1	331.8	This study	-50	Extrusive	Lava Flow	4.9		Basaltic Lava		SO-CMD-NORTH	g	i	CF4.1	CF4
	270.9		60.1	331.8	This study	-26	Extrusive	Lava Flow	5.65		Basaltic Lava		SO-CMD-NORTH	g	i	CF4.7	CF4
	278.9		60.1	331.8	This study	-27	Extrusive	Lava Flow	5.75		Basaltic Lava		SO-CMD-NORTH	g	i	CF4.8	CF4
	311.7		60.1	331.8	This study	-29	Extrusive	Lava Flow	9		Basaltic Lava		SO-CMD-NORTH	g	i	CF5.2	CF5
	351.2		60.1	331.8	This study	-31	Extrusive	Lava Flow	9.4		Basaltic Lava		SO-CMD-NORTH	g	i	CF5.3	CF5
	16.8		60.1	331.8	This study	-32	Extrusive	Lava Flow	9.4		Basaltic Lava		SO-CMD-NORTH	g	i	CF5.4	CF5
	41.5		60.1	331.8	This study	-43	Extrusive	Lava Flow	9.4		Basaltic Lava		SO-CMD-NORTH	g	i	CF5.5	CF5
	45.2		60.1	331.8	This study	-45	Extrusive	Lava Flow	9.4		Basaltic Lava		SO-CMD-NORTH	g	i	CF5.6	CF5
	171		60.1	331.8	This study	0	Extrusive	Lava Flow	9.3		Basaltic Lava		SO-CMD-NORTH	g	i	CF5.7	CF5
	6.6		60.1	331.8	This study	-26	Extrusive	Lava Flow	9.5		Basaltic Lava		SO-CMD-NORTH	g	i	CF5.9	CF5
	350.9		60.1	331.8	This study	-37	Extrusive	Lava Flow	5.8		Basaltic Lava		SO-CMD-NORTH	g	i	CF6.1	CF6
	350.9		60.1	331.8	This study	-38	Extrusive	Lava Flow	5.8		Basaltic Lava		SO-CMD-NORTH	g	i	CF6.2	CF6
	306.9		60.1	331.8	This study	-44	Extrusive	Lava Flow	5.2		Basaltic Lava		SO-CMD-NORTH	g	i	CF6.3	CF6
	301.9		60.1	331.8	This study	-39	Extrusive	Lava Flow	5.2		Basaltic Lava		SO-CMD-NORTH	g	i	CF6.4	CF6
	295.9		60.1	331.8	This study	-29	Extrusive	Lava Flow	10.3		Basaltic Lava		SO-CMD-NORTH	g	i	CF6.5	CF6
	301.9		60.1	331.8	This study	-29	Extrusive	Lava Flow	10.4		Basaltic Lava		SO-CMD-NORTH	g	i	CF6.6	CF6
	120.9		60.1	331.8	This study	-30	Extrusive	Lava Flow	10.9		Basaltic Lava		SO-CMD-NORTH	g	i	CF6.7	CF6
	173.5		60.1	331.8	This study	-20	Extrusive	Lava Flow	4.5		Basaltic Lava		SO-CMD-NORTH	g	i	CF7.1	CF7
	173.7		60.1	331.8	This study	-21	Extrusive	Lava Flow	4.5		Basaltic Lava		SO-CMD-NORTH	g	i	CF7.2	CF7
	161.4		60.1	331.8	This study	-37	Extrusive	Lava Flow	4.4		Basaltic Lava		SO-CMD-NORTH	g	i	CF7.3	CF7
	160.1		60.1	331.8	This study	-32	Extrusive	Lava Flow	4.4		Basaltic Lava		SO-CMD-NORTH	g	i	CF7.4	CF7
	56.5		60.1	331.8	This study	-6	Extrusive	Lava Flow	6.7		Basaltic Lava		SO-CMD-NORTH	g	i	CF7.7	CF7
	345		60.1	331.8	This study	-11	Extrusive	Lava Flow	6.7		Basaltic Lava		SO-CMD-NORTH	g	i	CF7.8	CF7
	296.9		60.1	331.8	This study	-22	Extrusive	Lava Flow	5.4		Basaltic Lava		SO-CMD-NORTH	g	i	CF8.1	CF8
	284.9		60.1	331.8	This study	-25	Extrusive	Lava Flow	5.4		Basaltic Lava		SO-CMD-NORTH	g	i	CF8.2	CF8
	300.9		60.1	331.8	This study	-20	Extrusive	Lava Flow	5.4		Basaltic Lava		SO-CMD-NORTH	g	i	CF8.3	CF8
	281.9		60.1	331.8	This study	-26	Extrusive	Lava Flow	5.3		Basaltic Lava		SO-CMD-NORTH	g	i	CF8.4	CF8
	276.9		60.1	331.8	This study	-29	Extrusive	Lava Flow	5.3		Basaltic Lava		SO-CMD-NORTH	g	i	CF8.5	CF8
	305.9		60.1	331.8	This study	-25	Extrusive	Lava Flow	2		Basaltic Lava		SO-CMD-NORTH	g	i	CF8.6	CF8
	302.9		60.1	331.8	This study	-23	Extrusive	Lava Flow	1.95		Basaltic Lava		SO-CMD-NORTH	g	i	CF8.7	CF8
	297.9		60.1	331.8	This study	-23	Extrusive	Lava Flow	1.9		Basaltic Lava		SO-CMD-NORTH	g	i	CF8.8	CF8
	113.8		60.1	331.8	This study	-12	Extrusive	Lava Flow	4.5		Basaltic Lava		SO-CMD-NORTH	g	i	CF9.5	CF9
	120.7		60.1	331.8	This study	-11	Extrusive	Lava Flow	4.5		Basaltic Lava		SO-CMD-NORTH	g	i	CF9.6	CF9
	92.1		60.1	331.8	This study	-10	Extrusive	Lava Flow	4.4		Basaltic Lava		SO-CMD-NORTH	g	i	CF9.7	CF9
	153.9		60.1	331.8	This study	-46	Extrusive	Lava Flow	4.4		Basaltic Lava		SO-CMD-NORTH	g	i	CF9.8	CF9
	210		13	160.3	This study	-19	Extrusive	Lava Flow	0.2		Basaltic Lava		SO-CMD-NORTH	g	i	AP1-1	AP1
	298.6		13	160.3	This study	-39	Extrusive	Lava Flow	0.35		Basaltic Lava		SO-CMD-NORTH	g	i	AP1-2	AP1
	217.1		13	160.3	This study	-20	Extrusive	Lava Flow	0.4		Basaltic Lava		SO-CMD-NORTH	g	i	AP1-3	AP1
	273.6		13	160.3	This study	-19	Extrusive	Lava Flow	0.5		Basaltic Lava		SO-CMD-NORTH	g	i	AP1-4	AP1
	223.1		13	160.3	This study	-38	Extrusive	Lava Flow	4		Basaltic Lava		SO-CMD-NORTH	g	i	AP1-5	AP1
	217.9		13	160.3	This study	-38	Extrusive	Lava Flow	4.2		Basaltic Lava		SO-CMD-NORTH	g	i	AP1-6	AP1
	230.6		13	160.3	This study	-52	Extrusive	Lava Flow	4.4		Basaltic Lava		SO-CMD-NORTH	g	i	AP1-7	AP1
	226.7		13	160.3	This study	-50	Extrusive	Lava Flow	4.4		Basaltic Lava		SO-CMD-NORTH	g	i	AP1-8	AP1
	206.2		13	160.3	This study	-61	Extrusive	Lava Flow	11.7		Basaltic Lava		SO-CMD-NORTH	g	i	AP2-1	AP2
	268.4		13	160.3	This study	-30	Extrusive	Lava Flow	11.8		Basaltic Lava		SO-CMD-NORTH	g	i	AP2-2	AP2
	24.4		13	160.3	This study	-29	Extrusive	Lava Flow	12		Basaltic Lava		SO-CMD-NORTH	g	i	AP2-3	AP2
	35.5		13	160.3	This study	-27	Extrusive	Lava Flow	12		Basaltic Lava		SO-CMD-NORTH	g	i	AP2-4	AP2
	343.6		13	160.3	This study	-22	Extrusive	Lava Flow	12.4		Basaltic Lava		SO-CMD-NORTH	g	i	AP2-5	AP2
	330.3		13	160.3	This study	-20	Extrusive	Lava Flow	12.8		Basaltic Lava		SO-CMD-NORTH	g	i	AP2-6	AP2
	309.3		13	160.3	This study	-29	Extrusive	Lava Flow	13.5		Basaltic Lava		SO-CMD-NORTH	g	i	AP2-7	AP2
	135.3		13	160.3	This study	-36	Extrusive	Lava Flow	13.2		Basaltic Lava		SO-CMD-NORTH	g	i	AP2-8	AP2
	47.3		13	160.3	This study	-79	Extrusive	Lava Flow	36.4		Basaltic Lava		SO-CMD-NORTH	g	i	AP3-1	AP3
	88.3		13	160.3	This study	-85	Extrusive	Lava Flow	36.6		Basaltic Lava		SO-CMD-NORTH	g	i	AP3-2	AP3
	244.3		13	160.3	This study	-12	Extrusive	Lava Flow	38.8		Basaltic Lava		SO-CMD-NORTH	g	i	AP3-3	AP3
	250.3		13	160.3	This study	-18	Extrusive	Lava Flow	38.7		Basaltic Lava		SO-CMD-NORTH	g	i	AP3-4	AP3
	345.3		13	160.3	This study	-63	Extrusive	Lava Flow	38.9		Basaltic Lava		SO-CMD-NORTH	g	i	AP3-5	AP3
	33.3		13	160.3	This study	-33	Extrusive	Lava Flow	38.8		Basaltic Lava		SO-CMD-NORTH	g	i	AP3-6	AP3
	26.3		13	160.3	This study	-23	Extrusive	Lava Flow	39.2		Basaltic Lava		SO-CMD-NORTH	g	i	AP3-7	AP3
	14.3		13	160.3	This study	-28	Extrusive	Lava Flow	39		Basaltic Lava		SO-CMD-NORTH	g	i	AP3-8	AP3
	209.3		13	160.3	This study	-74	Extrusive	Lava Flow	47.2		Basaltic Lava		SO-CMD-NORTH	g	i	AP4-1	AP4
	168.3		13	160.3	This study	-82	Extrusive	Lava Flow	47.4		Basaltic Lava		SO-CMD-NORTH	g	i	AP4-2	AP4
	169.3		13	160.3	This study	-83	Extrusive	Lava Flow	47.6		Basaltic Lava		SO-CMD-NORTH	g	i	AP4-3	AP4
	132.3		13	160.3	This study	-64	Extrusive	Lava Flow	47.9		Basaltic Lava		SO-CMD-NORTH	g	i	AP4-4	AP4
	133.3		13	160.3	This study	-68	Extrusive	Lava Flow	47.95		Basaltic Lava		SO-CMD-NORTH	g	i	AP4-5	AP4
	140.3		13	160.3	This study	-73	Extrusive	Lava Flow	48.1		Basaltic Lava		SO-CMD-NORTH	g	i	AP4-6	AP4
	131.3		13	160.3	This study	-75	Extrusive	Lava Flow	48.3		Basaltic Lava		SO-CMD-NORTH	g	i	AP4-7	AP4
	195.3		13	160.3	This study	-96	Extrusive	Lava Flow	48.4		Basaltic Lava		SO-CMD-NORTH	g	i	AP4-8	AP4
	272.1		13	160.3	This study	-89	Extrusive	Lava Flow	60.1		Basaltic Lava		SO-CMD-NORTH	g	i	AP5-1	AP5
	198.2		13	160.3	This study	-69	Extrusive	Lava Flow	60.3		Basaltic Lava		SO-CMD-NORTH	g	i	AP5-2	AP5
	292.8		13	160.3	This study	-17	Extrusive	Lava Flow	60.4		Basaltic Lava		SO-CMD-NORTH	g	i	AP5-3	AP5
	333.4		13	160.3	This study	-54	Extrusive	Lava Flow	60.3		Basaltic Lava		SO-CMD-NORTH	g	i	AP5-4	AP5
	288.7		13	160.3	This study	-28	Extrusive	Lava Flow	61.4		Basaltic Lava		SO-CMD-NORTH	g	i	AP5-5	AP5
	311.5		13	160.3	This study	-20	Extrusive	Lava Flow	61.7		Basaltic Lava		SO-CMD-NORTH	g	i	AP5-6	AP5
	137.3		13	160.3	This study	-12	Extrusive	Lava Flow	61.9		Basaltic Lava		SO-CMD-NORTH	g	i	AP5-7	AP5
	78.7		13	160.3	This study	-16	Extrusive	Lava Flow	64.4		Basaltic Lava		SO-CMD-NORTH	g	i	AP5-8	AP5
	283.7		11	159.1	This study	-11	Extrusive	Lava Flow	2.4		Basaltic Lava		SO-CMD-NORTH	g	i	Puf1-1	Puf1
	270.6		11	159.1	This study	-19	Extrusive	Lava Flow	2.5		Basaltic Lava		SO-CMD-NORTH	g	i	Puf1-2	Puf1
	96.9		11	159.1	This study	-9	Extrusive	Lava Flow	2.3		Basaltic Lava		SO-CMD-NORTH	g	i	Puf1-3	Puf1
	7.3		11	159.1	This study	-30	Extrusive	Lava Flow	2.5		Basaltic Lava		SO-CMD-NORTH	g	i	Puf1-4	Puf1
	22.4		11	159.1	This study	-36	Extrusive	Lava Flow	2.6		Basaltic Lava		SO-CMD-NORTH	g	i	Puf1-5	Puf1
	276.1		11	159.1	This study	-12	Extrusive	Lava Flow	2.6		Basaltic Lava		SO-CMD-NORTH	g	i	Puf1-6	Puf1
	278.7		11	159.1	This study	-21	Extrusive	Lava Flow	2		Basaltic Lava		SO-CMD-NORTH	g	i	Puf1-7	Puf1
	330.7		11	159.1	This study	-23	Extrusive	Lava Flow	1.6		Basaltic Lava		SO-CMD-NORTH	g	i	Puf1-8	Puf1
	245.1		11	159.1	This study	-54	Extrusive	Lava Flow	5		Basaltic Lava		SO-CMD-NORTH	g	i	Puf2-1	Puf2
	337.1		11	159.1	This study	-27	Extrusive	Lava Flow	4.9		Basaltic Lava		SO-CMD-NORTH	g	i	Puf2-2	Puf2
	145.1		11	159.1	This study	-62	Extrusive	Lava Flow	5.2		Basaltic Lava		SO-CMD-NORTH	g	i	Puf2-3	Puf2
	151.2		11	159.1	This study	-19	Extrusive	Lava Flow	5.1		Basaltic Lava		SO-CMD-NORTH	g	i	Puf2-4	Puf2
	215.2		11	159.1	This study	-49	Extrusive	Lava Flow	4.8		Basaltic Lava		SO-CMD-NORTH	g	i	Puf2-5	Puf2
	193.1		11	159.1	This study	-60	Extrusive	Lava Flow	4.8		Basaltic Lava		SO-CMD-NORTH	g	i	Puf2-6	Puf2
	194.1		11	159.1	This study	-55	Extrusive	Lava Flow	4.8		Basaltic Lava		SO-CMD-NORTH	g	i	Puf2-7	Puf2
