tab 	pmag_samples
er_location_name	er_sample_name	er_site_name	er_specimen_names	sample_dec	sample_inc	sample_n	sample_n_lines	sample_tilt_correction
Simpson Island	SI2c-0.55	SI2c(0.0 to 2.1)	SI2c-0.55a	112.2	-33.1	1	1	0
Simpson Island	SI2c-0.55	SI2c(0.0 to 2.1)	SI2c-0.55a	102.6	-31.7	1	1	100
Simpson Island	SI2c-1.0	SI2c(0.0 to 2.1)	SI2c-1.0a	121.7	-43.2	1	1	0
Simpson Island	SI2c-1.0	SI2c(0.0 to 2.1)	SI2c-1.0a	107.5	-43.6	1	1	100
Simpson Island	SI2c-3.0	SI2c(2.1 to 18.6)	SI2c-3.0a	123.1	-45.6	1	1	0
Simpson Island	SI2c-3.0	SI2c(2.1 to 18.6)	SI2c-3.0a	107.4	-46.2	1	1	100
Simpson Island	SI2c-3.05	SI2c(2.1 to 18.6)	SI2c-3.05a	125.9	-45.4	1	1	0
Simpson Island	SI2c-3.05	SI2c(2.1 to 18.6)	SI2c-3.05a	110.2	-46.7	1	1	100
Simpson Island	SI2c-3.15	SI2c(2.1 to 18.6)	SI2c-3.15a	131.5	-49	1	1	0
Simpson Island	SI2c-3.15	SI2c(2.1 to 18.6)	SI2c-3.15a	113.5	-51.6	1	1	100
Simpson Island	SI2c-4.7	SI2c(2.1 to 18.6)	SI2c-4.7a	127.2	-45	1	1	0
Simpson Island	SI2c-4.7	SI2c(2.1 to 18.6)	SI2c-4.7a	111.7	-46.7	1	1	100
Simpson Island	SI2c-4.8	SI2c(2.1 to 18.6)	SI2c-4.8a	129.2	-45.6	1	1	0
Simpson Island	SI2c-4.8	SI2c(2.1 to 18.6)	SI2c-4.8a	113.2	-47.8	1	1	100
Simpson Island	SI2c-6.3	SI2c(2.1 to 18.6)	SI2c-6.3a	126.5	-42.7	1	1	0
Simpson Island	SI2c-6.3	SI2c(2.1 to 18.6)	SI2c-6.3a	112.3	-44.4	1	1	100
Simpson Island	SI3-3.60	SI3(2.3 to 5.5)	SI3-3.60a : SI3-3.6-D	163.9	-58.9	2	2	0
Simpson Island	SI3-3.60	SI3(2.3 to 5.5)	SI3-3.60a : SI3-3.6-D	145.0	-72.8	2	2	100
Simpson Island	SI3-3.70	SI3(2.3 to 5.5)	SI3-3.70a : SI3-3.7-D	158.3	-56.5	2	2	0
Simpson Island	SI3-3.70	SI3(2.3 to 5.5)	SI3-3.70a : SI3-3.7-D	139.1	-69.4	2	2	100
Simpson Island	SI3-4.10	SI3(2.3 to 5.5)	SI3-4.10a : SI3-4.1-D	150.0	-57.4	2	2	0
Simpson Island	SI3-4.10	SI3(2.3 to 5.5)	SI3-4.10a : SI3-4.1-D	126.6	-68.4	2	2	100
Simpson Island	SI3-4.20	SI3(2.3 to 5.5)	SI3-4.20a : SI3-4.2-D	145.6	-49.7	2	2	0
Simpson Island	SI3-4.20	SI3(2.3 to 5.5)	SI3-4.20a : SI3-4.2-D	128.1	-60.3	2	2	100
Simpson Island	SI3-4.60	SI3(2.3 to 5.5)	SI3-4.60a : SI3-4.6-D	163.2	-58.5	2	2	0
Simpson Island	SI3-4.60	SI3(2.3 to 5.5)	SI3-4.60a : SI3-4.6-D	144.4	-72.3	2	2	100
Simpson Island	SI3-4.7	SI3(2.3 to 5.5)	SI3-4.7-D	157.6	-58.9	1	1	0
Simpson Island	SI3-4.7	SI3(2.3 to 5.5)	SI3-4.7-D	135.3	-71.5	1	1	100
Simpson Island	SI3-5.6	SI3(5.5 to 12.5)	SI3-5.6-D	157.1	-57.1	1	1	0
Simpson Island	SI3-5.6	SI3(5.5 to 12.5)	SI3-5.6-D	136.7	-69.7	1	1	100
Simpson Island	SI3-6.4	SI3(5.5 to 12.5)	SI3-6.4-D	162.7	-58.4	1	1	0
Simpson Island	SI3-6.4	SI3(5.5 to 12.5)	SI3-6.4-D	162.7	-58.4	1	1	100
Simpson Island	SI3-7.05	SI3(5.5 to 12.5)	SI3-7.05a	153	-61.1	1	1	0
Simpson Island	SI3-7.05	SI3(5.5 to 12.5)	SI3-7.05a	153	-61.1	1	1	100
Simpson Island	SI3-7.20	SI3(5.5 to 12.5)	SI3-7.20a	153.9	-63.3	1	1	0
Simpson Island	SI3-7.20	SI3(5.5 to 12.5)	SI3-7.20a	153.9	-63.3	1	1	100
Simpson Island	SI3-7.25	SI3(5.5 to 12.5)	SI3-7.25-D	161.5	-61.9	1	1	0
Simpson Island	SI3-7.25	SI3(5.5 to 12.5)	SI3-7.25-D	161.5	-61.9	1	1	100
Simpson Island	SI3-7.30	SI3(5.5 to 12.5)	SI3-7.30a	145.2	-64.4	1	1	0
Simpson Island	SI3-7.30	SI3(5.5 to 12.5)	SI3-7.30a	109.2	-73.2	1	1	100
Simpson Island	SI3-8.30	SI3(5.5 to 12.5)	SI3-8.30a	161.2	-75.2	1	1	0
Simpson Island	SI3-8.30	SI3(5.5 to 12.5)	SI3-8.30a	161.2	-75.2	1	1	100
Simpson Island	SI3-8.80	SI3(5.5 to 12.5)	SI3-8.80a : SI3-8.8-D	133	-56.3	2	2	0
Simpson Island	SI3-8.80	SI3(5.5 to 12.5)	SI3-8.80a : SI3-8.8-D	107.7	-63.1	2	2	100
Simpson Island	SI3-9.60	SI3(5.5 to 12.5)	SI3-9.60a : SI3-9.6-D	149.4	-60.1	2	2	0
Simpson Island	SI3-9.60	SI3(5.5 to 12.5)	SI3-9.60a : SI3-9.6-D	122.1	-70.7	2	2	100
Simpson Island	SI3-9.63	SI3(5.5 to 12.5)	SI3-9.63-D	153.7	-62.2	1	1	0
Simpson Island	SI3-9.63	SI3(5.5 to 12.5)	SI3-9.63-D	124.5	-73.6	1	1	100
Simpson Island	SI3-12.95	SI3(12.5 to 20.1)	SI3-12.95-D	156.5	-62.2	1	1	0
Simpson Island	SI3-12.95	SI3(12.5 to 20.1)	SI3-12.95-D	128.7	-74.2	1	1	100
Simpson Island	SI3-13.05	SI3(12.5 to 20.1)	SI3-13.05-D	154.6	-62.1	1	1	0
Simpson Island	SI3-13.05	SI3(12.5 to 20.1)	SI3-13.05-D	125.8	-73.7	1	1	100
Simpson Island	SI3-16.3	SI3(12.5 to 20.1)	SI3-16.3-D	141.2	-63.3	1	1	0
Simpson Island	SI3-16.3	SI3(12.5 to 20.1)	SI3-16.3-D	106.8	-71.2	1	1	100
Simpson Island	SI3-16.4	SI3(12.5 to 20.1)	SI3-16.4-D	150.3	-58.7	1	1	0
Simpson Island	SI3-16.4	SI3(12.5 to 20.1)	SI3-16.4-D	125.3	-69.7	1	1	100
Simpson Island	SI3-18.75	SI3(12.5 to 20.1)	SI3-18.75-D	125.2	-65.5	1	1	0
Simpson Island	SI3-18.75	SI3(12.5 to 20.1)	SI3-18.75-D	87.2	-68.5	1	1	100
Simpson Island	SI3-19.9	SI3(12.5 to 20.1)	SI3-19.9-D	143.3	-74.9	1	1	0
Simpson Island	SI3-19.9	SI3(12.5 to 20.1)	SI3-19.9-D	71.3	-78.8	1	1	100
Simpson Island	SI3-20.40	SI3(20.1 to 28.9)	SI3-20.40a : SI3-20.4-D	138.6	-60.6	2	2	0
Simpson Island	SI3-20.40	SI3(20.1 to 28.9)	SI3-20.40a : SI3-20.4-D	108.4	-68.3	2	2	100
Simpson Island	SI3-20.45	SI3(20.1 to 28.9)	SI3-20.45a : SI3-20.45-D	141.5	-58.1	2	2	0
Simpson Island	SI3-20.45	SI3(20.1 to 28.9)	SI3-20.45a : SI3-20.45-D	115.1	-67	2	2	100
Simpson Island	SI3-21.30	SI3(20.1 to 28.9)	SI3-21.30a	135.1	-61.7	1	1	0
Simpson Island	SI3-21.30	SI3(20.1 to 28.9)	SI3-21.30a	102.8	-68.3	1	1	100
Simpson Island	SI3-21.35	SI3(20.1 to 28.9)	SI3-21.35-D	143.5	-63.3	1	1	0
Simpson Island	SI3-21.35	SI3(20.1 to 28.9)	SI3-21.35-D	109.3	-71.8	1	1	100
Simpson Island	SI3-22.30	SI3(20.1 to 28.9)	SI3-22.30a	134.7	-59	1	1	0
Simpson Island	SI3-22.30	SI3(20.1 to 28.9)	SI3-22.30a	106.4	-65.8	1	1	100
Simpson Island	SI3-22.35	SI3(20.1 to 28.9)	SI3-22.35a : SI3-22.35-D	140.9	-59.6	2	2	0
Simpson Island	SI3-22.35	SI3(20.1 to 28.9)	SI3-22.35a : SI3-22.35-D	112.5	-68	2	2	100
Simpson Island	SI3-22.60	SI3(20.1 to 28.9)	SI3-22.60a : SI3-22.6-D	146	-63.2	2	2	0
Simpson Island	SI3-22.60	SI3(20.1 to 28.9)	SI3-22.60a : SI3-22.6-D	112.5	-72.5	2	2	100
Simpson Island	SI3-22.65	SI3(20.1 to 28.9)	SI3-22.65a	140.3	-61.1	1	1	0
Simpson Island	SI3-22.65	SI3(20.1 to 28.9)	SI3-22.65a	109.5	-69.1	1	1	100
Simpson Island	SI3-27.90	SI3(20.1 to 28.9)	SI3-27.90a : SI3-27.9-D	141.2	-65.6	2	2	0
Simpson Island	SI3-27.90	SI3(20.1 to 28.9)	SI3-27.90a : SI3-27.9-D	102.1	-72.9	2	2	100
Simpson Island	SI3-37.80	SI3(36.9 to 48.4)	SI3-37.80a : SI3-37.8-D	124.8	-59.7	2	2	0
Simpson Island	SI3-37.80	SI3(36.9 to 48.4)	SI3-37.80a : SI3-37.8-D	95.5	-63.7	2	2	100
Simpson Island	SI3-37.85	SI3(36.9 to 48.4)	SI3-37.85a : SI3-37.85-D	146.6	-60.5	2	2	0
Simpson Island	SI3-37.85	SI3(36.9 to 48.4)	SI3-37.85a : SI3-37.85-D	117.8	-70.3	2	2	100
Simpson Island	SI3-38.70	SI3(36.9 to 48.4)	SI3-38.70a : SI3-38.7-D	133.2	-68.4	2	2	0
Simpson Island	SI3-38.70	SI3(36.9 to 48.4)	SI3-38.70a : SI3-38.7-D	87.9	-72.8	2	2	100
Simpson Island	SI3-38.80	SI3(36.9 to 48.4)	SI3-38.80a : SI3-38.8-D	129.8	-65	2	2	0
Simpson Island	SI3-38.80	SI3(36.9 to 48.4)	SI3-38.80a : SI3-38.8-D	92.1	-69.3	2	2	100
Simpson Island	SI3-39.80	SI3(36.9 to 48.4)	SI3-39.80a : SI3-39.8-D	146.4	-65.4	2	2	0
Simpson Island	SI3-39.80	SI3(36.9 to 48.4)	SI3-39.80a : SI3-39.8-D	108.2	-74.3	2	2	100
Simpson Island	SI3-39.82	SI3(36.9 to 48.4)	SI3-39.82a : SI3-39.82-D	135.7	-64.6	2	2	0
Simpson Island	SI3-39.82	SI3(36.9 to 48.4)	SI3-39.82a : SI3-39.82-D	98.4	-70.7	2	2	100
Simpson Island	SI3-58.00	SI3(55.8 to 60.9)	SI3-58.00a : SI3-58.0-D	147.1	-61.8	2	2	0
Simpson Island	SI3-58.00	SI3(55.8 to 60.9)	SI3-58.00a : SI3-58.0-D	117.1	-71.2	2	2	100
Simpson Island	SI3-58.02	SI3(55.8 to 60.9)	SI3-58.02a : SI3-58.02-D	144.6	-63.0	2	2	0
Simpson Island	SI3-58.02	SI3(55.8 to 60.9)	SI3-58.02a : SI3-58.02-D	111.2	-71.9	2	2	100
Simpson Island	SI3-58.04	SI3(55.8 to 60.9)	SI3-58.04a : SI3-58.04-D	122.8	-62.0	2	2	0
Simpson Island	SI3-58.04	SI3(55.8 to 60.9)	SI3-58.04a : SI3-58.04-D	90.6	-65.1	2	2	100
Simpson Island	SI3-59.70	SI3(55.8 to 60.9)	SI3-59.70a : SI3-59.7-D	131.5	-64.0	2	2	0
Simpson Island	SI3-59.70	SI3(55.8 to 60.9)	SI3-59.70a : SI3-59.7-D	95.4	-69.1	2	2	100
Simpson Island	SI3-59.80	SI3(55.8 to 60.9)	SI3-59.80a : SI3-59.8-D	151.5	-61.2	2	2	0
Simpson Island	SI3-59.80	SI3(55.8 to 60.9)	SI3-59.80a : SI3-59.8-D	123.2	-72.2	2	2	100
Simpson Island	SI3-59.90	SI3(55.8 to 60.9)	SI3-59.90a : SI3-59.9-D	141.2	-65.4	2	2	0
Simpson Island	SI3-59.90	SI3(55.8 to 60.9)	SI3-59.90a : SI3-59.9-D	102.5	-72.8	2	2	100
Simpson Island	SI3-103.4	SI3(103.3 to 110.3)	SI3-103.4-D	137.1	-69.6	1	1	0
Simpson Island	SI3-103.4	SI3(103.3 to 110.3)	SI3-103.4-D	87.5	-74.7	1	1	100
Simpson Island	SI3-103.5	SI3(103.3 to 110.3)	SI3-103.5-D	128.1	-71.2	1	1	0
Simpson Island	SI3-103.5	SI3(103.3 to 110.3)	SI3-103.5-D	76.4	-73.2	1	1	100
Simpson Island	SI3-103.9	SI3(103.3 to 110.3)	SI3-103.9-D	124.3	-63.3	1	1	0
Simpson Island	SI3-103.9	SI3(103.3 to 110.3)	SI3-103.9-D	90	-66.6	1	1	100
Simpson Island	SI3-103.95	SI3(103.3 to 110.3)	SI3-103.95-D	123.2	-67.5	1	1	0
Simpson Island	SI3-103.95	SI3(103.3 to 110.3)	SI3-103.95-D	81.6	-69.5	1	1	100
Simpson Island	SI3-104.3	SI3(103.3 to 110.3)	SI3-104.3-D	110.6	-54.1	1	1	0
Simpson Island	SI3-104.3	SI3(103.3 to 110.3)	SI3-104.3-D	87.8	-55	1	1	100
Simpson Island	SI3-104.4	SI3(103.3 to 110.3)	SI3-104.4-D	119.3	-68.4	1	1	0
Simpson Island	SI3-104.4	SI3(103.3 to 110.3)	SI3-104.4-D	77.1	-69.1	1	1	100
Simpson Island	SI3-126.9	SI3(124.8 to 130.4)	SI3-126.9-D	124.6	-64.9	1	1	0
Simpson Island	SI3-126.9	SI3(124.8 to 130.4)	SI3-126.9-D	87.7	-67.9	1	1	100
Simpson Island	SI3-127.1	SI3(124.8 to 130.4)	SI3-127.1-D	118.4	-66.2	1	1	0
Simpson Island	SI3-127.1	SI3(124.8 to 130.4)	SI3-127.1-D	80.4	-67.2	1	1	100
Simpson Island	SI3-127.3	SI3(124.8 to 130.4)	SI3-127.3-D	119.2	-60.6	1	1	0
Simpson Island	SI3-127.3	SI3(124.8 to 130.4)	SI3-127.3-D	89.1	-63	1	1	100
Simpson Island	SI3-129.3	SI3(124.8 to 130.4)	SI3-129.3-D	104.2	-58.3	1	1	0
Simpson Island	SI3-129.3	SI3(124.8 to 130.4)	SI3-129.3-D	78.6	-57	1	1	100
Simpson Island	SI3-129.45	SI3(124.8 to 130.4)	SI3-129.45-D	105.9	-64.6	1	1	0
Simpson Island	SI3-129.45	SI3(124.8 to 130.4)	SI3-129.45-D	73.2	-62.7	1	1	100
Simpson Island	SI3-D1	SI3(D1 to D10)	SI3-D1a	306.6	50	1	1	0
Simpson Island	SI3-D1	SI3(D1 to D10)	SI3-D1a	286.6	55.7	1	1	100
Simpson Island	SI3-D2	SI3(D1 to D10)	SI3-D2a	308.5	49.7	1	1	0
Simpson Island	SI3-D2	SI3(D1 to D10)	SI3-D2a	288.8	56	1	1	100
Simpson Island	SI3-D4	SI3(D1 to D10)	SI3-D4a	296.8	46.8	1	1	0
Simpson Island	SI3-D4	SI3(D1 to D10)	SI3-D4a	278.9	50.2	1	1	100
Simpson Island	SI3-D5	SI3(D1 to D10)	SI3-D5a	312.8	47.5	1	1	0
Simpson Island	SI3-D5	SI3(D1 to D10)	SI3-D5a	295	55.1	1	1	100
Simpson Island	SI3-D6	SI3(D1 to D10)	SI3-D6a	312.7	49.1	1	1	0
Simpson Island	SI3-D6	SI3(D1 to D10)	SI3-D6a	293.8	56.5	1	1	100
Simpson Island	SI3-D7	SI3(D1 to D10)	SI3-D7a	306.7	49.5	1	1	0
Simpson Island	SI3-D7	SI3(D1 to D10)	SI3-D7a	287.2	55.4	1	1	100
Simpson Island	SI3-D9	SI3(D1 to D10)	SI3-D9a	300.3	43.3	1	1	0
Simpson Island	SI3-D9	SI3(D1 to D10)	SI3-D9a	284.5	47.8	1	1	100
Simpson Island	SI3-D10	SI3(D1 to D10)	SI3-D10a	299.3	40.6	1	1	0
Simpson Island	SI3-D10	SI3(D1 to D10)	SI3-D10a	284.9	45	1	1	100
Simpson Island	SI4-1.9	SI4(0.0 to 13.8)	SI4-1.9a	155.2	-59.7	1	1	0
Simpson Island	SI4-1.9	SI4(0.0 to 13.8)	SI4-1.9a	125	-72.5	1	1	100
Simpson Island	SI4-2.5	SI4(0.0 to 13.8)	SI4-2.5a	159.5	-59.6	1	1	0
Simpson Island	SI4-2.5	SI4(0.0 to 13.8)	SI4-2.5a	131.3	-73.6	1	1	100
Simpson Island	SI4-3.2	SI4(0.0 to 13.8)	SI4-3.2a	143.2	-61.7	1	1	0
Simpson Island	SI4-3.2	SI4(0.0 to 13.8)	SI4-3.2a	106.2	-70.6	1	1	100
Simpson Island	SI4-4.5	SI4(0.0 to 13.8)	SI4-4.5a	159.2	-60.4	1	1	0
Simpson Island	SI4-4.5	SI4(0.0 to 13.8)	SI4-4.5a	129.6	-74.1	1	1	100
Simpson Island	SI4-4.6	SI4(0.0 to 13.8)	SI4-4.6a	154.2	-61	1	1	0
Simpson Island	SI4-4.6	SI4(0.0 to 13.8)	SI4-4.6a	121.1	-73.3	1	1	100
Simpson Island	SI4-6.4	SI4(0.0 to 13.8)	SI4-6.4a	144.2	-61.7	1	1	0
Simpson Island	SI4-6.4	SI4(0.0 to 13.8)	SI4-6.4a	107.6	-70.8	1	1	100
Simpson Island	SI4-14.0	SI4(13.8 to 20.2)	SI4-14.0a	155.2	-63.8	1	1	0
Simpson Island	SI4-14.0	SI4(13.8 to 20.2)	SI4-14.0a	115.7	-75.8	1	1	100
Simpson Island	SI4-15.1	SI4(13.8 to 20.2)	SI4-15.1a	148.8	-61	1	1	0
Simpson Island	SI4-15.1	SI4(13.8 to 20.2)	SI4-15.1a	114.1	-71.7	1	1	100
Simpson Island	SI4-15.7	SI4(13.8 to 20.2)	SI4-15.7a	145	-62.5	1	1	0
Simpson Island	SI4-15.7	SI4(13.8 to 20.2)	SI4-15.7a	106.6	-71.7	1	1	100
Simpson Island	SI4-18.5	SI4(13.8 to 20.2)	SI4-18.5a	153.7	-63.9	1	1	0
Simpson Island	SI4-18.5	SI4(13.8 to 20.2)	SI4-18.5a	113.6	-75.3	1	1	100
Simpson Island	SI4-18.7	SI4(13.8 to 20.2)	SI4-18.7a	144.9	-60.9	1	1	0
Simpson Island	SI4-18.7	SI4(13.8 to 20.2)	SI4-18.7a	109.6	-70.5	1	1	100
Simpson Island	SI4-18.9	SI4(13.8 to 20.2)	SI4-18.9a	145	-60.6	1	1	0
Simpson Island	SI4-18.9	SI4(13.8 to 20.2)	SI4-18.9a	110.2	-70.2	1	1	100
Simpson Island	SI4-23.0	SI4(21.4 to 30.0)	SI4-23.0a	138.7	-66.3	1	1	0
Simpson Island	SI4-23.0	SI4(21.4 to 30.0)	SI4-23.0a	91.5	-72.4	1	1	100
Simpson Island	SI4-24.1	SI4(21.4 to 30.0)	SI4-24.1a	129.9	-60.7	1	1	0
Simpson Island	SI4-24.1	SI4(21.4 to 30.0)	SI4-24.1a	94.7	-65.6	1	1	100
Simpson Island	SI4-24.7	SI4(21.4 to 30.0)	SI4-24.7a	151.5	-65.3	1	1	0
Simpson Island	SI4-24.7	SI4(21.4 to 30.0)	SI4-24.7a	106.9	-75.8	1	1	100
Simpson Island	SI4-25.2	SI4(21.4 to 30.0)	SI4-25.2a	134.2	-63.1	1	1	0
Simpson Island	SI4-25.2	SI4(21.4 to 30.0)	SI4-25.2a	94.6	-68.8	1	1	100
Simpson Island	SI4-25.6	SI4(21.4 to 30.0)	SI4-25.6a	142.1	-62.5	1	1	0
Simpson Island	SI4-25.6	SI4(21.4 to 30.0)	SI4-25.6a	103.4	-70.9	1	1	100
Simpson Island	SI4-25.8	SI4(21.4 to 30.0)	SI4-25.8a	138.5	-63.7	1	1	0
Simpson Island	SI4-25.8	SI4(21.4 to 30.0)	SI4-25.8a	97.3	-70.6	1	1	100
Simpson Island	SI4-25.9	SI4(21.4 to 30.0)	SI4-25.9a	149.9	-58.7	1	1	0
Simpson Island	SI4-25.9	SI4(21.4 to 30.0)	SI4-25.9a	119.6	-70.2	1	1	100
Simpson Island	SI4-40.15	SI4(39.7 to 44.7)	SI4-40.15a	171.2	-63.4	1	1	0
Simpson Island	SI4-40.15	SI4(39.7 to 44.7)	SI4-40.15a	144.6	-79.6	1	1	100
Simpson Island	SI4-40.2	SI4(39.7 to 44.7)	SI4-40.2a	162.9	-53.7	1	1	0
Simpson Island	SI4-40.2	SI4(39.7 to 44.7)	SI4-40.2a	144.7	-68.9	1	1	100
Simpson Island	SI4-40.3	SI4(39.7 to 44.7)	SI4-40.3a	178.8	-63.5	1	1	0
Simpson Island	SI4-40.3	SI4(39.7 to 44.7)	SI4-40.3a	163.1	-80.9	1	1	100
Simpson Island	SI4-40.5	SI4(39.7 to 44.7)	SI4-40.5a	161.3	-54.8	1	1	0
Simpson Island	SI4-40.5	SI4(39.7 to 44.7)	SI4-40.5a	141	-69.6	1	1	100
Simpson Island	SI4-40.8	SI4(39.7 to 44.7)	SI4-40.8a	165.9	-60.7	1	1	0
Simpson Island	SI4-40.8	SI4(39.7 to 44.7)	SI4-40.8a	140	-76	1	1	100
Simpson Island	SI4-41.0	SI4(39.7 to 44.7)	SI4-41.0a	157.7	-53.6	1	1	0
Simpson Island	SI4-41.0	SI4(39.7 to 44.7)	SI4-41.0a	137.1	-67.7	1	1	100
Simpson Island	SI4-73.65	SI4(72.3 to 74.6)	SI4-73.65a	162.8	-56.9	1	1	0
Simpson Island	SI4-73.65	SI4(72.3 to 74.6)	SI4-73.65a	140.8	-72	1	1	100
Simpson Island	SI4-73.66	SI4(72.3 to 74.6)	SI4-73.66a	163.4	-57.2	1	1	0
Simpson Island	SI4-73.66	SI4(72.3 to 74.6)	SI4-73.66a	141.2	-72.4	1	1	100
Simpson Island	SI4-73.70	SI4(72.3 to 74.6)	SI4-73.70a	168.6	-58.9	1	1	0
Simpson Island	SI4-73.70	SI4(72.3 to 74.6)	SI4-73.70a	148.1	-75.1	1	1	100
Simpson Island	SI4-73.90	SI4(72.3 to 74.6)	SI4-73.90a	206.4	-73.2	1	1	0
Simpson Island	SI4-73.90	SI4(72.3 to 74.6)	SI4-73.90a	300	-84	1	1	100
Simpson Island	SI4-74.00	SI4(72.3 to 74.6)	SI4-74.00a	167.5	-39.1	1	1	0
Simpson Island	SI4-74.00	SI4(72.3 to 74.6)	SI4-74.00a	159.7	-55.6	1	1	100
Simpson Island	SI4-74.20	SI4(72.3 to 74.6)	SI4-74.20a	155.2	-60.2	1	1	0
Simpson Island	SI4-74.20	SI4(72.3 to 74.6)	SI4-74.20a	124.1	-73	1	1	100
Simpson Island	SI4-74.39	SI4(72.3 to 74.6)	SI4-74.39a	152.5	-60.8	1	1	0
Simpson Island	SI4-74.39	SI4(72.3 to 74.6)	SI4-74.39a	119.2	-72.7	1	1	100
Simpson Island	SI4-74.41	SI4(72.3 to 74.6)	SI4-74.41a	151.5	-56.9	1	1	0
Simpson Island	SI4-74.41	SI4(72.3 to 74.6)	SI4-74.41a	124.4	-69.1	1	1	100
Simpson Island	SI4-75.20	SI4(74.6 to 80.0)	SI4-75.20a	151.2	-54.4	1	1	0
Simpson Island	SI4-75.20	SI4(74.6 to 80.0)	SI4-75.20a	127.1	-66.8	1	1	100
Simpson Island	SI4-75.30	SI4(74.6 to 80.0)	SI4-75.30a	150.1	-50.5	1	1	0
Simpson Island	SI4-75.30	SI4(74.6 to 80.0)	SI4-75.30a	129.7	-63	1	1	100
Simpson Island	SI4-75.35	SI4(74.6 to 80.0)	SI4-75.35a	122.8	-57	1	1	0
Simpson Island	SI4-75.35	SI4(74.6 to 80.0)	SI4-75.35a	93	-60.6	1	1	100
Simpson Island	SI4-75.45	SI4(74.6 to 80.0)	SI4-75.45a	151.9	-52.3	1	1	0
Simpson Island	SI4-75.45	SI4(74.6 to 80.0)	SI4-75.45a	130.5	-65.1	1	1	100
Simpson Island	SI4-75.60	SI4(74.6 to 80.0)	SI4-75.60a	153.2	-50.8	1	1	0
Simpson Island	SI4-75.60	SI4(74.6 to 80.0)	SI4-75.60a	133.5	-64.1	1	1	100
Simpson Island	SI4-75.70	SI4(74.6 to 80.0)	SI4-75.70a	154.4	-49.7	1	1	0
Simpson Island	SI4-75.70	SI4(74.6 to 80.0)	SI4-75.70a	136	-63.4	1	1	100
Simpson Island	SI4-76.00	SI4(74.6 to 80.0)	SI4-76.00a	154.1	-54.2	1	1	0
Simpson Island	SI4-76.00	SI4(74.6 to 80.0)	SI4-76.00a	131.3	-67.4	1	1	100
Simpson Island	SI4-82.00	SI4(80.2 to 100.7)	SI4-82.00a	152.7	-44.6	1	1	0
Simpson Island	SI4-82.00	SI4(80.2 to 100.7)	SI4-82.00a	137.6	-58.2	1	1	100
Simpson Island	SI4-82.60	SI4(80.2 to 100.7)	SI4-82.60a	140.5	-53.6	1	1	0
Simpson Island	SI4-82.60	SI4(80.2 to 100.7)	SI4-82.60a	115	-63.1	1	1	100
Simpson Island	SI4-82.61	SI4(80.2 to 100.7)	SI4-82.61a	139.8	-55.1	1	1	0
Simpson Island	SI4-82.61	SI4(80.2 to 100.7)	SI4-82.61a	112.5	-64.2	1	1	100
Simpson Island	SI4-82.90	SI4(80.2 to 100.7)	SI4-82.90a	143.6	-57.9	1	1	0
Simpson Island	SI4-82.90	SI4(80.2 to 100.7)	SI4-82.90a	113	-67.7	1	1	100
Simpson Island	SI4-85.20	SI4(80.2 to 100.7)	SI4-85.20a	150.6	-64.4	1	1	0
Simpson Island	SI4-85.20	SI4(80.2 to 100.7)	SI4-85.20a	108.3	-74.8	1	1	100
Simpson Island	SI4-86.70	SI4(80.2 to 100.7)	SI4-86.70a	139.2	-49.1	1	1	0
Simpson Island	SI4-86.70	SI4(80.2 to 100.7)	SI4-86.70a	117.7	-58.8	1	1	100
Simpson Island	SI4-86.75	SI4(80.2 to 100.7)	SI4-86.75a	142.8	-51.5	1	1	0
Simpson Island	SI4-86.75	SI4(80.2 to 100.7)	SI4-86.75a	119.9	-61.9	1	1	100
Simpson Island	SI4-86.85	SI4(80.2 to 100.7)	SI4-86.85a	151.9	-55.3	1	1	0
Simpson Island	SI4-86.85	SI4(80.2 to 100.7)	SI4-86.85a	126.7	-67.9	1	1	100
Simpson Island	SI4-108.00	SI4(106.0 to 121.4)	SI4-108.00a	147.2	-47.7	1	1	0
Simpson Island	SI4-108.00	SI4(106.0 to 121.4)	SI4-108.00a	128.4	-59.7	1	1	100
Simpson Island	SI4-109.20	SI4(106.0 to 121.4)	SI4-109.20a	148.5	-45	1	1	0
Simpson Island	SI4-109.20	SI4(106.0 to 121.4)	SI4-109.20a	132	-57.5	1	1	100
Simpson Island	SI4-109.21	SI4(106.0 to 121.4)	SI4-109.21a	144	-43.3	1	1	0
Simpson Island	SI4-109.21	SI4(106.0 to 121.4)	SI4-109.21a	127.7	-54.8	1	1	100
Simpson Island	SI4-109.40	SI4(106.0 to 121.4)	SI4-109.40a	142.4	-43.9	1	1	0
Simpson Island	SI4-109.40	SI4(106.0 to 121.4)	SI4-109.40a	125.4	-54.9	1	1	100
Simpson Island	SI4-111.40	SI4(106.0 to 121.4)	SI4-111.40a	134.9	-47.9	1	1	0
Simpson Island	SI4-111.40	SI4(106.0 to 121.4)	SI4-111.40a	114	-56.4	1	1	100
Simpson Island	SI4-113.40	SI4(106.0 to 121.4)	SI4-113.40a	128.5	-47.2	1	1	0
Simpson Island	SI4-113.40	SI4(106.0 to 121.4)	SI4-113.40a	107.8	-53.9	1	1	100
Simpson Island	SI4-113.50	SI4(106.0 to 121.4)	SI4-113.50a	133.3	-50	1	1	0
Simpson Island	SI4-113.50	SI4(106.0 to 121.4)	SI4-113.50a	110.4	-57.9	1	1	100
