tab 	magic_measurements																							
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-11 17:17:11	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	1.4	71.8		g	-51	3.91E-06	2	1	5.53E-08	6.29E-08	4.85E-08	u	273	0	0	77
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-18 09:55:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	71.4		g	-51.5	3.91E-06	3	1	2.60E-08	8.00E-08	5.27E-08	u	273	0	0	373
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-18 17:10:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	70.4		g	-52	3.99E-06	4	1	5.07E-08	6.80E-08	5.47E-08	u	273	0	0	473
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-19 12:57:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	72.7		g	-52.9	3.85E-06	5	1	5.68E-08	6.95E-08	3.98E-08	u	273	0	0	573
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-25 12:38:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	70		g	-53.1	3.76E-06	6	1	7.42E-08	6.76E-08	5.26E-08	u	273	0	0	623
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-26 09:33:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	69.7		g	-53.2	3.62E-06	7	1	8.00E-08	6.45E-08	5.37E-08	u	273	0	0	673
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-26 17:01:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	70.6		g	-53.4	3.46E-06	8	1	5.62E-08	6.36E-08	4.32E-08	u	273	0	0	723
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-02 13:56:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	68.6		g	-53.4	3.33E-06	9	1	4.66E-08	6.73E-08	3.97E-08	u	273	0	0	748
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-02 20:17:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	69.5		g	-53.5	3.22E-06	10	1	4.79E-08	7.28E-08	4.38E-08	u	273	0	0	773
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-03 19:11:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	69.3		g	-53.4	3.04E-06	11	1	5.58E-08	5.59E-08	3.77E-08	u	273	0	0	798
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-12 14:52:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	69.3		g	-53.3	2.75E-06	12	1	6.47E-08	4.89E-08	3.68E-08	u	273	0	0	823
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-16 12:30:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	67.7		g	-53.4	2.48E-06	13	1	3.71E-08	5.45E-08	3.62E-08	u	273	0	0	833
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-16 18:31:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	68.4		g	-53.4	2.04E-06	14	1	2.77E-08	4.76E-08	3.09E-08	u	273	0	0	843
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-17 14:50:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	67.1		g	-53.3	1.79E-06	15	1	2.51E-08	4.39E-08	2.73E-08	u	273	0	0	848
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-18 11:42:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	70.6		g	-53	1.65E-06	16	1	3.56E-08	2.58E-08	1.85E-08	u	273	0	0	853
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-04-08 16:57:39	LT-NO:LP-DIR-T	pmagpy-3.4.0	1	327.9		g	-21.7	1.35E-05	1	1	1.37E-07	1.52E-07	1.16E-07	u	273	0	0	273
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-04-11 17:18:39	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.4	329.8		g	-21.7	1.32E-05	2	1	2.93E-07	4.55E-07	1.07E-07	u	273	0	0	77
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-04-18 09:56:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	331.6		g	-22	1.27E-05	3	1	1.47E-07	1.87E-07	1.11E-07	u	273	0	0	373
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-04-18 17:11:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	331.5		g	-22.5	1.19E-05	4	1	1.24E-07	1.37E-07	1.06E-07	u	273	0	0	473
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-04-19 12:58:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	332.8		g	-21.8	8.45E-06	5	1	7.93E-08	1.21E-07	8.23E-08	u	273	0	0	573
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-04-25 12:39:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	327.8		g	-20.6	4.52E-06	6	1	7.47E-08	1.02E-07	5.95E-08	u	273	0	0	623
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-04-26 09:35:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	330.7		g	-20.4	3.49E-06	7	1	4.77E-08	6.77E-08	4.08E-08	u	273	0	0	673
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-04-26 17:03:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.2	331.7		g	-20.2	2.91E-06	8	1	8.27E-08	1.33E-07	3.61E-08	u	273	0	0	723
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-05-02 13:58:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	327.7		g	-19.1	2.36E-06	9	1	2.31E-08	3.07E-08	3.00E-08	u	273	0	0	748
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-05-02 20:19:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	328.1		g	-19.4	1.97E-06	10	1	3.17E-08	5.01E-08	2.14E-08	u	273	0	0	773
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-05-03 19:12:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	328.5		g	-18.9	1.51E-06	11	1	2.23E-08	1.98E-08	1.75E-08	u	273	0	0	798
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-05-12 14:54:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	327.7		g	-24.8	1.09E-06	12	1	1.43E-08	1.03E-08	1.34E-08	u	273	0	0	823
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-05-16 12:32:17	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	326		g	-19	8.03E-07	13	1	9.24E-09	6.73E-09	9.14E-09	u	273	0	0	833
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-05-16 18:32:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	328.7		g	-20.1	6.74E-07	14	1	8.25E-09	9.80E-09	7.68E-09	u	273	0	0	843
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-05-17 14:52:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	334.2		g	-21.4	6.97E-07	15	1	1.00E-08	1.28E-08	7.94E-09	u	273	0	0	848
This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-05-18 11:44:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	334.7		g	-19.7	7.08E-07	16	1	9.64E-09	7.74E-09	7.50E-09	u	273	0	0	853
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-04-08 16:59:08	LT-NO:LP-DIR-T	pmagpy-3.4.0	2.5	329		g	5	9.89E-06	1	1	1.88E-07	3.76E-07	6.69E-08	u	273	0	0	273
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-04-11 17:20:11	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	1.8	329.8		g	4.3	9.82E-06	2	1	1.36E-07	2.77E-07	7.01E-08	u	273	0	0	77
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-04-18 09:57:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	331.4		g	3.9	1.01E-05	3	1	2.01E-07	4.20E-07	7.73E-08	u	273	0	0	373
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-04-18 17:12:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.1	337.5		g	2.5	1.14E-05	4	1	2.28E-07	5.78E-07	8.85E-08	u	273	0	0	473
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-04-19 13:00:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	339.3		g	2.9	8.28E-06	5	1	8.76E-08	2.27E-07	6.71E-08	u	273	0	0	573
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-04-25 12:41:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	337.6		g	5	4.07E-06	6	1	5.10E-08	8.18E-08	5.62E-08	u	273	0	0	623
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-04-26 09:36:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	341.4		g	5.1	2.99E-06	7	1	2.97E-08	7.93E-08	3.53E-08	u	273	0	0	673
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-04-26 17:04:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	339.9		g	5.2	2.41E-06	8	1	2.17E-08	3.91E-08	3.01E-08	u	273	0	0	723
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-05-02 13:59:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.8	338.5		g	6.4	1.91E-06	9	1	9.68E-09	1.84E-08	1.98E-08	u	273	0	0	748
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-05-02 20:21:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	338.5		g	6.2	1.59E-06	10	1	1.98E-08	5.29E-08	1.69E-08	u	273	0	0	773
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-05-03 19:13:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.8	337		g	7	1.23E-06	11	1	1.12E-08	1.02E-08	1.28E-08	u	273	0	0	798
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-05-12 14:55:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	336.8		g	5.5	8.35E-07	12	1	6.52E-09	8.96E-09	8.71E-09	u	273	0	0	823
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-05-16 12:33:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	335.8		g	7.4	7.81E-07	13	1	7.09E-09	6.86E-09	8.65E-09	u	273	0	0	833
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-05-16 18:34:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	338.6		g	5.4	8.12E-07	14	1	1.02E-08	2.71E-08	8.71E-09	u	273	0	0	843
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-05-17 14:53:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2	340.4		g	4	8.22E-07	15	1	1.03E-08	2.57E-08	8.57E-09	u	273	0	0	848
This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-05-18 11:45:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	344		g	4.2	8.21E-07	16	1	5.35E-09	1.87E-08	7.37E-09	u	273	0	0	853
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-04-08 17:00:36	LT-NO:LP-DIR-T	pmagpy-3.4.0	2	332.6		g	3.7	1.49E-05	1	1	1.53E-07	2.66E-07	4.13E-07	u	273	0	0	273
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-04-11 17:21:38	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.1	331.7		g	3.8	1.47E-05	2	1	1.84E-07	3.04E-07	4.08E-07	u	273	0	0	77
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-04-18 09:59:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	333.7		g	3.7	1.46E-05	3	1	1.41E-07	2.56E-07	5.06E-07	u	273	0	0	373
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-04-18 17:14:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	336		g	3.5	1.45E-05	4	1	1.02E-07	1.87E-07	5.54E-07	u	273	0	0	473
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-04-19 13:01:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.6	339.6		g	3.8	1.20E-05	5	1	1.49E-07	3.26E-07	4.22E-07	u	273	0	0	573
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-04-25 12:42:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	335		g	5.7	6.23E-06	6	1	4.84E-08	1.15E-07	2.46E-07	u	273	0	0	623
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-04-26 09:38:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	336.5		g	5.7	4.96E-06	7	1	3.02E-08	5.33E-08	1.99E-07	u	273	0	0	673
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-04-26 17:06:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	337.5		g	5.7	4.31E-06	8	1	2.70E-08	3.06E-08	1.71E-07	u	273	0	0	723
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-05-02 14:01:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.3	338.2		g	6.6	3.69E-06	9	1	1.60E-08	4.68E-08	2.07E-07	u	273	0	0	748
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-05-02 20:22:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	337.9		g	6.2	3.14E-06	10	1	1.66E-08	2.99E-08	1.30E-07	u	273	0	0	773
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-05-03 19:15:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.6	336.9		g	6.6	2.42E-06	11	1	1.18E-08	2.79E-08	1.06E-07	u	273	0	0	798
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-05-12 14:56:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.3	339.9		g	7	1.78E-06	12	1	1.06E-08	2.27E-08	1.00E-07	u	273	0	0	823
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-05-16 12:35:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.9	338.9		g	7.1	1.44E-06	13	1	9.68E-09	1.51E-08	7.23E-08	u	273	0	0	833
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-05-16 18:35:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.1	341.5		g	5.9	1.45E-06	14	1	1.53E-08	2.77E-08	7.26E-08	u	273	0	0	843
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-05-17 14:55:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.2	342		g	5.1	1.39E-06	15	1	1.69E-08	3.17E-08	6.86E-08	u	273	0	0	848
This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-05-18 11:47:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.4	343.4		g	5.3	1.39E-06	16	1	7.11E-09	1.35E-08	8.07E-08	u	273	0	0	853
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-04-08 17:02:07	LT-NO:LP-DIR-T	pmagpy-3.4.0	2.3	345.9		g	-6.1	1.63E-05	1	1	1.60E-07	6.30E-07	1.37E-07	u	273	0	0	273
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-04-11 17:23:09	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	1.8	345.3		g	-6.5	1.59E-05	2	1	1.27E-07	4.51E-07	1.38E-07	u	273	0	0	77
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-04-18 10:00:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	347		g	-6.8	1.59E-05	3	1	8.60E-08	2.51E-07	1.56E-07	u	273	0	0	373
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-04-18 17:15:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.3	348.8		g	-7.5	1.61E-05	4	1	1.81E-07	9.06E-07	1.65E-07	u	273	0	0	473
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-04-19 13:03:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	348.9		g	-6.8	1.37E-05	5	1	6.16E-08	2.31E-07	1.64E-07	u	273	0	0	573
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-04-25 12:44:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	350.2		g	-4.4	6.47E-06	6	1	4.44E-08	7.84E-08	8.11E-08	u	273	0	0	623
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-04-26 09:39:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	350.5		g	-4.7	5.18E-06	7	1	3.79E-08	1.13E-07	6.18E-08	u	273	0	0	673
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-04-26 17:07:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	350.2		g	-4.9	4.43E-06	8	1	2.75E-08	8.70E-08	5.50E-08	u	273	0	0	723
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-05-02 14:02:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	351.6		g	-4.8	3.86E-06	9	1	1.81E-08	5.23E-08	6.57E-08	u	273	0	0	748
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-05-02 20:24:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.8	353.7		g	-4.6	3.33E-06	10	1	1.95E-08	2.68E-08	3.92E-08	u	273	0	0	773
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-05-03 19:16:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	352.6		g	-3.8	2.51E-06	11	1	1.33E-08	1.82E-08	3.31E-08	u	273	0	0	798
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-05-12 14:58:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	350.5		g	-4.4	1.88E-06	12	1	1.14E-08	1.65E-08	2.27E-08	u	273	0	0	823
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-05-16 12:37:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	352.1		g	-3	1.45E-06	13	1	7.94E-09	1.66E-08	1.78E-08	u	273	0	0	833
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-05-16 18:37:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	353.9		g	-4.7	1.39E-06	14	1	8.12E-09	2.84E-08	1.71E-08	u	273	0	0	843
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-05-17 14:56:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	352.6		g	-7	1.33E-06	15	1	9.31E-09	3.36E-08	1.61E-08	u	273	0	0	848
This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-05-18 11:48:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	354.5		g	-7.2	1.27E-06	16	1	8.00E-09	1.42E-08	1.66E-08	u	273	0	0	853
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-04-08 17:03:47	LT-NO:LP-DIR-T	pmagpy-3.4.0	2.6	339.1		g	5	1.22E-05	1	1	1.77E-07	5.21E-07	9.71E-08	u	273	0	0	273
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-04-11 17:24:44	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	0.6	340.2		g	4	1.21E-05	2	1	4.39E-08	9.12E-08	9.48E-08	u	273	0	0	77
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-04-18 10:01:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	342.2		g	2.6	1.24E-05	3	1	5.86E-08	2.11E-07	1.04E-07	u	273	0	0	373
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-04-18 17:17:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	348		g	-1.8	1.40E-05	4	1	7.85E-08	2.91E-07	1.14E-07	u	273	0	0	473
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-04-19 13:04:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.8	350.9		g	-2	1.03E-05	5	1	3.84E-08	1.10E-07	8.59E-08	u	273	0	0	573
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-04-25 12:45:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	347.8		g	2.4	3.74E-06	6	1	2.89E-08	3.75E-08	5.15E-08	u	273	0	0	623
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-04-26 09:41:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	346.1		g	5	2.20E-06	7	1	1.81E-08	3.69E-08	2.96E-08	u	273	0	0	673
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-04-26 17:09:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	346.3		g	8.6	1.43E-06	8	1	1.24E-08	1.33E-08	1.89E-08	u	273	0	0	723
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-05-02 14:04:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	345.8		g	14.9	9.93E-07	9	1	5.76E-09	1.17E-08	1.03E-08	u	273	0	0	748
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-05-02 20:25:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	346		g	15.5	9.05E-07	10	1	6.66E-09	1.88E-08	8.96E-09	u	273	0	0	773
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-05-03 19:18:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	346.6		g	14.3	8.63E-07	11	1	7.27E-09	1.07E-08	8.51E-09	u	273	0	0	798
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-05-12 15:00:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	343.5		g	11.3	7.73E-07	12	1	7.03E-09	1.20E-08	7.50E-09	u	273	0	0	823
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-05-16 12:39:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	341.8		g	13.7	6.94E-07	13	1	4.55E-09	1.14E-08	6.40E-09	u	273	0	0	833
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-05-16 18:38:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.8	349.3		g	9.7	7.48E-07	14	1	4.43E-09	7.03E-09	7.54E-09	u	273	0	0	843
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-05-17 14:58:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	350.3		g	-4.6	8.50E-07	15	1	7.53E-09	1.55E-08	1.03E-08	u	273	0	0	848
This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-05-18 11:50:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	351.7		g	-2.7	8.39E-07	16	1	4.95E-09	1.10E-08	9.09E-09	u	273	0	0	853
