,age,age_high,age_low,age_unit,bed_dip,bed_dip_direction,citations,description,dir_alpha95,dir_dec,dir_inc,dir_n_specimens,geologic_classes,geologic_types,height,lat,lithologies,location,lon,method_codes,site,vgp_lat,vgp_lon,dir_k,dir_n_samples,dir_polarity,dir_tilt_correction,result_type,age_sigma,criteria,dir_comp_name,dir_n_specimens_lines,dir_n_specimens_planes,dir_r,result_quality,samples,software_packages,specimens,vgp_dm,vgp_dp,average_alpha95,average_dec,average_inc,average_k,average_lat,average_lon,average_n,average_nn,average_r,data_type,er_citation_names,er_location_names,er_site_names,er_specimen_names,magic_method_codes,magic_software_packages,pmag_criteria_codes,pmag_result_name,tilt_correction,vgp_n,formation,site_alternatives,analysts,member,average_age_high,average_age_low,average_age_unit,conglomerate_test,contact_test,external_database_ids,external_database_names,fold_test,fold_test_significance,percent_reversed,pole_comp_name,result_description,reversal_test,rock_magnetic_test,tilt_alpha95_corr,tilt_alpha95_uncorr,tilt_dec_corr,tilt_dec_uncorr,tilt_inc_corr,tilt_inc_uncorr,tilt_k_corr,tilt_k_ratio,tilt_k_uncorr,tilt_n,vgp_alpha95,average_age,average_age_sigma,average_n_lines,average_n_planes,er_analyst_mail_names
64,1105.15,1105.48,1104.82,,28.0,131.0,This study,,,106.1,-44.2,,Extrusive,Lava Flow,,48.661051,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.948459,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,6,29.54088872,188.6533022,70.0,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1105.15,1105.48,1104.82,,20.0,149.0,This study,,,109.8,-62.4,,Extrusive,Lava Flow,,48.678061,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.97532,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,7,42.90020395,203.8166221,351.0,6.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1105.15,1105.48,1104.82,,18.0,150.0,This study,,,140.7,-64.8,,Extrusive,Lava Flow,,48.680014,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.973994,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,8,63.77760756,192.7357421,679.0,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1105.15,1105.48,1104.82,,20.0,145.0,This study,,,110.0,-56.6,,Extrusive,Lava Flow,,48.676652,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.940536,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,9,39.32495688,196.4878545,321.0,3.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1105.15,1105.48,1104.82,,30.0,134.0,This study,,,128.2,-42.0,,Extrusive,Lava Flow,,48.664307,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.930409,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,10,42.89645001,169.9339018,59.0,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1105.15,1105.48,1104.82,,30.0,132.0,This study,,,88.3,-59.1,,Extrusive,Lava Flow,,48.657548,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.928069,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,11,27.79512405,211.8003348,456.0,3.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1105.15,1105.48,1104.82,,40.0,132.0,This study,,,118.6,-48.9,,Extrusive,Lava Flow,,48.65743,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.921876,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,12,40.36658915,183.175792,240.0,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1105.15,1105.48,1104.82,,35.0,120.0,This study,,,128.1,-38.0,,Extrusive,Lava Flow,,48.651106,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.914755,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,13,40.75688206,167.3043405,886.0,3.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1105.15,1105.48,1104.82,,20.0,120.0,This study,,,108.2,-55.8,,Extrusive,Lava Flow,,48.648101,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.917061,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,14,37.66708688,196.7525337,121.0,6.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1105.15,1105.48,1104.82,,30.0,115.0,This study,,,118.5,-46.0,,Extrusive,Lava Flow,,48.646972,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.90239,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,15,38.68951021,180.8531755,402.0,6.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1105.15,1105.48,1104.82,,45.0,110.0,This study,,,106.0,-54.2,,Extrusive,Lava Flow,,48.639491,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.89768,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,16,35.26202829,196.5441708,125.0,6.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1105.15,1105.48,1104.82,,25.0,110.0,This study,,,93.7,-54.1,,Extrusive,Lava Flow,,48.634582,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.887024,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,17,27.49207105,204.1262149,362.0,4.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1105.15,1105.48,1104.82,,12.0,155.0,This study,,,116.0,-53.0,,Extrusive,Lava Flow,,48.605248,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.835216,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,18,41.01791527,188.8062015,224.0,4.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1105.15,1105.48,1104.82,,12.0,133.0,This study,,,131.7,-64.9,,Extrusive,Lava Flow,,48.607343,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.825585,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,19,58.01634188,197.3012183,871.0,4.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1105.15,1105.48,1104.82,,10.0,132.0,This study,,,119.9,-55.8,,Extrusive,Lava Flow,,48.590795,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.807852,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,20,45.23871334,189.2192685,108.0,4.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1105.15,1105.48,1104.82,,20.0,110.0,This study,,,94.3,-65.5,,Extrusive,Lava Flow,,48.636336,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.88093,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,21,36.02033293,215.7287168,84.0,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1105.15,1105.48,1104.82,,20.0,110.0,This study,,,91.8,-58.2,,Extrusive,Lava Flow,,48.643347,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.880385,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,22,29.16601039,208.8796723,94.0,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1105.15,1105.48,1104.82,,10.0,145.0,This study,,,114.3,-64.0,,Extrusive,Lava Flow,,48.615971,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.842478,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,23,46.63994935,203.8825996,69.0,4.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1105.15,1105.48,1104.82,,20.0,145.0,This study,,,116.8,-40.4,,Extrusive,Lava Flow,,48.678789,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.942681,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,24,34.61096611,178.2474147,77.0,3.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1105.15,1105.48,1104.82,,20.0,140.0,This study,,,126.3,-58.7,,Extrusive,Lava Flow,,48.692757,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.951564,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,25,51.16529829,188.8934048,166.0,3.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1105.15,1105.48,1104.82,,20.0,140.0,This study,,,112.0,-75.1,,Extrusive,Lava Flow,,48.711501,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.93353,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,26,51.20958127,227.8841587,3634.0,3.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1105.15,1105.48,1104.82,,10.0,130.0,This study,,,118.6,-70.3,,Extrusive,Lava Flow,,48.674874,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.903443,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,27,52.61782468,214.5560998,729.0,3.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1105.15,1105.48,1104.82,,7.0,130.0,This study,,,132.6,-54.1,,Extrusive,Lava Flow,,48.677416,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.898722,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,28,52.61367224,177.8382459,1039.0,3.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1105.15,1105.48,1104.82,,7.0,130.0,This study,,,129.1,-54.5,,Extrusive,Lava Flow,,48.679736,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.897319,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,29,50.54048276,181.0980435,1149.0,3.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1105.15,1105.48,1104.82,,6.0,129.0,This study,,,80.5,-80.4,,Extrusive,Lava Flow,,48.593955,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.782033,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,30,42.49393304,246.4019953,267.0,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1105.15,1105.48,1104.82,Ma,,,This study,,2.4,102.9,-73.3,8.0,,,,48.6,,Agate Point,-88.2,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,AP1,46.0,225.6,535.0,8.0,r,100.0,i,1.0,ACCEPT,mag,8.0,0.0,7.9869,g,AP1-1:AP1-2:AP1-3:AP1-4:AP1-5:AP1-6:AP1-7:AP1-8,pmagpy-3.4.1: demag_gui.v.3.0,AP1-1a:AP1-2a:AP1-3a:AP1-4a:AP1-5a:AP1-6a:AP1-7a:AP1-8a,4.3,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1105.15,1105.48,1104.82,Ma,,,This study,,2.3,94.4,-64.7,8.0,,,,48.6,,Agate Point,-88.2,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,AP2,35.4,214.6,562.0,8.0,r,100.0,i,1.0,ACCEPT,mag,8.0,0.0,7.9875,g,AP2-1:AP2-2:AP2-3:AP2-4:AP2-5:AP2-6:AP2-7:AP2-8,pmagpy-3.4.1: demag_gui.v.3.0,AP2-1a:AP2-2a:AP2-3a:AP2-4a:AP2-5a:AP2-6a:AP2-7a:AP2-8a,3.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1105.15,1105.48,1104.82,Ma,,,This study,,2.9,105.4,-59.0,8.0,,,,48.6,,Agate Point,-88.2,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,AP3,37.9,201.8,358.0,8.0,r,100.0,i,1.0,ACCEPT,mag,8.0,0.0,7.9804,g,AP3-1:AP3-2:AP3-3:AP3-4:AP3-5:AP3-6:AP3-7:AP3-8,pmagpy-3.4.1: demag_gui.v.3.0,AP3-1a:AP3-2a:AP3-3a:AP3-4a:AP3-5a:AP3-6a:AP3-7a:AP3-8a,4.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1105.15,1105.48,1104.82,Ma,,,This study,,4.2,89.5,-69.1,8.0,,,,48.6,,Agate Point,-88.2,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,AP4,36.3,222.9,177.0,8.0,r,100.0,i,1.0,ACCEPT,mag,8.0,0.0,7.9603,g,AP4-1:AP4-2:AP4-3:AP4-4:AP4-5:AP4-6:AP4-7:AP4-8,pmagpy-3.4.1: demag_gui.v.3.0,AP4-1a:AP4-2a:AP4-3a:AP4-4a:AP4-5a:AP4-6a:AP4-7a:AP4-8a,7.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1105.15,1105.48,1104.82,Ma,,,This study,,6.5,53.9,-75.4,8.0,,,,48.6,,Agate Point,-88.2,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,AP5,29.0,246.5,75.0,8.0,t,100.0,i,1.0,ACCEPT,mag,8.0,0.0,7.9062,g,AP5-1:AP5-2:AP5-3:AP5-4:AP5-5:AP5-6:AP5-7:AP5-8,pmagpy-3.4.1: demag_gui.v.3.0,AP5-1a:AP5-2a:AP5-3a:AP5-4a:AP5-5a:AP5-6a:AP5-7a:AP5-8a,11.9,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1095.0,1100.0,1080.0,,10.0,135.0,This study,,,289.8,43.6,,Extrusive,Lava Flow,,48.626429,Basalt,"Osler Volcanics, Nipigon Strait, Upper Normal",271.894142,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,1,31.65155202,185.5745062,517.0,5.0,n,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1095.0,1100.0,1080.0,,12.0,140.0,This study,,,285.7,42.0,,Extrusive,Lava Flow,,48.637185,Basalt,"Osler Volcanics, Nipigon Strait, Upper Normal",271.913846,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,2,28.11008553,187.514758,243.0,5.0,n,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1095.0,1100.0,1080.0,,14.0,146.0,This study,,,307.4,37.9,,Extrusive,Lava Flow,,48.640811,Basalt,"Osler Volcanics, Nipigon Strait, Upper Normal",271.928039,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,3,40.26060376,167.8862917,2485.0,5.0,n,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1095.0,1100.0,1080.0,,12.0,135.0,This study,,,302.8,29.9,,Extrusive,Lava Flow,,48.655732,Basalt,"Osler Volcanics, Nipigon Strait, Upper Normal",271.959099,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,4,33.46021472,167.4988097,331.0,5.0,n,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1095.0,1100.0,1080.0,,10.0,135.0,This study,,,294.7,42.5,,Extrusive,Lava Flow,,48.661489,Basalt,"Osler Volcanics, Nipigon Strait, Upper Normal",271.958187,DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE,5,34.30926268,181.2568193,130.0,5.0,n,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1095.0,1100.0,1080.0,Ma,,,This study,,3.8,303.4,25.2,8.0,,,,48.7,,Puff Island,-88.0,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,Puf1,31.7,164.8,219.0,8.0,t,100.0,i,1.0,ACCEPT,mag,8.0,0.0,7.968,g,Puf1-1:Puf1-2:Puf1-3:Puf1-4:Puf1-5:Puf1-6:Puf1-7:Puf1-8,pmagpy-3.4.1: demag_gui.v.3.0,Puf1-1a:Puf1-2a:Puf1-3a:Puf1-4a:Puf1-5a:Puf1-6a:Puf1-7a:Puf1-8a,4.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1095.0,1100.0,1080.0,Ma,,,This study,,3.5,296.9,24.7,7.0,,,,48.7,,Puff Island,-88.0,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,Puf2,27.3,170.1,293.0,7.0,t,100.0,i,1.0,ACCEPT,mag,7.0,0.0,6.9795,g,Puf2-1:Puf2-2:Puf2-3:Puf2-4:Puf2-5:Puf2-6:Puf2-7,pmagpy-3.4.1: demag_gui.v.3.0,Puf2-1a:Puf2-2a:Puf2-3a:Puf2-4a:Puf2-5a:Puf2-6a:Puf2-7a,3.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1109.0,1112.0,1106.0,,,,This study,,9.2,131.6,-63.2,,Extrusive:Igneous,Lava Flow,68.0,47.0988,Basalt,Mamainse Point,275.2877,DE-BFL:FS-C-DRILL:SO-POM,MP101(0.0 to 15.5),56.78,199.36,54.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1109.0,1112.0,1106.0,,,,This study,,13.7,146.0,-77.2,,Extrusive:Igneous,Lava Flow,84.0,47.0987,Basalt,Mamainse Point,275.2876,DE-BFL:FS-C-DRILL:SO-POM,MP101(15.5 to 16.8),64.21,243.17,54.0,3.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1109.0,1112.0,1106.0,,,,This study,,7.4,120.3,-77.5,,Extrusive:Igneous,Lava Flow,85.0,47.0986,Basalt,Mamainse Point,275.2876,DE-BFL:FS-C-DRILL:SO-POM,MP101(16.8 to 18.7),53.99,238.76,88.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1109.0,1112.0,1106.0,,,,This study,,8.4,141.5,-66.4,,Extrusive:Igneous,Lava Flow,89.0,47.0986,Basalt,Mamainse Point,275.2875,DE-BFL:FS-C-DRILL:SO-POM,MP101(20.7 to 21.3),64.44,203.58,121.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1109.0,1112.0,1106.0,,,,This study,,4.5,126.6,-72.7,,Extrusive:Igneous,Lava Flow,89.0,47.0986,Basalt,Mamainse Point,275.2874,DE-BFL:FS-C-DRILL:SO-POM,MP101(21.3 to 21.9),56.76,224.54,189.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1109.0,1112.0,1106.0,,,,This study,,9.6,122.6,-72.9,,Extrusive:Igneous,Lava Flow,90.0,47.0986,Basalt,Mamainse Point,275.2874,DE-BFL:FS-C-DRILL:SO-POM,MP101(22.3 to 24.2),54.69,225.48,93.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1109.0,1112.0,1106.0,,,,This study,,7.4,108.9,-67.1,,Extrusive:Igneous,Lava Flow,94.0,47.0985,Basalt,Mamainse Point,275.2874,DE-BFL:FS-C-DRILL:SO-POM,MP101(26.1 to 27.2),44.58,216.29,87.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1109.0,1112.0,1106.0,,,,This study,,2.3,128.9,-72.4,,Extrusive:Igneous,Lava Flow,99.0,47.0985,Basalt,Mamainse Point,275.2874,DE-BFL:FS-C-DRILL:SO-POM,MP101(30.8 to 31.9),57.95,223.51,1895.0,3.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1109.0,1112.0,1106.0,,,,This study,,5.5,138.7,-70.7,,Extrusive:Igneous,Lava Flow,100.0,47.0984,Basalt,Mamainse Point,275.2873,DE-BFL:FS-C-DRILL:SO-POM,MP101(31.9 to 36.7),63.3,217.86,337.0,3.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1109.0,1112.0,1106.0,,,,This study,,6.6,125.8,-67.2,,Extrusive:Igneous,Lava Flow,105.0,47.0984,Basalt,Mamainse Point,275.2873,DE-BFL:FS-C-DRILL:SO-POM,MP101(36.7 to 37.4),54.78,210.46,105.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1109.0,1112.0,1106.0,,,,This study,,5.0,117.0,-63.7,,Extrusive:Igneous,Lava Flow,105.0,47.0984,Basalt,Mamainse Point,275.2872,DE-BFL:FS-C-DRILL:SO-POM,MP101(37.4 to 40.7),47.58,207.07,189.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1109.0,1112.0,1106.0,,,,This study,,2.6,122.0,-64.6,,Extrusive:Igneous,Lava Flow,109.0,47.0983,Basalt,Mamainse Point,275.2872,DE-BFL:FS-C-DRILL:SO-POM,MP101(40.7 to 42.4),51.22,206.47,1205.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1109.0,1112.0,1106.0,,,,This study,,3.3,78.6,-75.0,,Extrusive:Igneous,Lava Flow,222.0,47.0967,Basalt,Mamainse Point,275.2853,DE-BFL:FS-C-DRILL:SO-POM,MP18(daisy stone),35.6,240.57,419.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1109.0,1112.0,1106.0,,,,This study,,6.9,120.3,-67.1,,Extrusive:Igneous,Lava Flow,370.0,47.0946,Basalt,Mamainse Point,275.2837,DE-BFL:FS-C-DRILL:SO-POM,MP105(0.0 to 6.9),51.37,212.09,179.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1109.0,1112.0,1106.0,,,,This study,,5.9,118.5,-73.5,,Extrusive:Igneous,Lava Flow,377.0,47.0945,Basalt,Mamainse Point,275.2837,DE-BFL:FS-C-DRILL:SO-POM,MP105(6.9 to 10.8),52.73,227.58,108.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1109.0,1112.0,1106.0,,,,This study,,1.8,94.7,-84.7,,Extrusive:Igneous,Lava Flow,390.0,47.0945,Basalt,Mamainse Point,275.2837,DE-BFL:FS-C-DRILL:SO-POM,MP105(20.2 to 27.3),46.92,259.85,1343.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1109.0,1112.0,1106.0,,,,This study,,4.7,119.6,-80.1,,Extrusive:Igneous,Lava Flow,397.0,47.0943,Basalt,Mamainse Point,275.2834,DE-BFL:FS-C-DRILL:SO-POM,MP105(27.3 to 29.6),53.36,246.59,384.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
