,age,age_high,age_low,age_unit,bed_dip,bed_dip_direction,citations,description,dir_alpha95,dir_dec,dir_inc,dir_n_specimens,geologic_classes,geologic_types,height,lat,lithologies,location,lon,method_codes,site,vgp_lat,vgp_lon,dir_k,dir_n_samples,dir_polarity,dir_tilt_correction,result_type,age_sigma,criteria,dir_comp_name,dir_n_specimens_lines,dir_n_specimens_planes,dir_r,result_quality,samples,software_packages,specimens,vgp_dm,vgp_dp,average_alpha95,average_dec,average_inc,average_k,average_lat,average_lon,average_n,average_nn,average_r,data_type,er_citation_names,er_location_names,er_site_names,er_specimen_names,magic_method_codes,magic_software_packages,pmag_criteria_codes,pmag_result_name,tilt_correction,vgp_n,formation,site_alternatives,analysts,member,average_age_high,average_age_low,average_age_unit,conglomerate_test,contact_test,external_database_ids,external_database_names,fold_test,fold_test_significance,percent_reversed,pole_comp_name,result_description,reversal_test,rock_magnetic_test,tilt_alpha95_corr,tilt_alpha95_uncorr,tilt_dec_corr,tilt_dec_uncorr,tilt_inc_corr,tilt_inc_uncorr,tilt_k_corr,tilt_k_ratio,tilt_k_uncorr,tilt_n,vgp_alpha95,average_age,average_age_sigma,average_n_lines,average_n_planes,er_analyst_mail_names
245,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,32.4,181.2,,,,,,,,,,,,,,,,7.0,9.7,7.5,291.6,43.0,104.3,46.9105,268.1825,5.0,5.0,4.9616,i,This study,North Shore Volcanics,ns042,ns042a1 : ns042b1 : ns042c1 : ns042d1 : ns042e2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns042,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,15.4,187.5,,,,,,,,,,,,,,,,4.4,7.1,5.5,274.0,32.2,196.4,46.9096,268.1354,5.0,5.0,4.9796,i,This study,North Shore Volcanics,ns043,ns043a1 : ns043b1 : ns043c2 : ns043e1 : ns043f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns043,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,31.6,183.9,,,,,,,,,,,,,,,,4.8,6.5,5.0,289.2,44.5,341.9,46.9111,268.1396,4.0,4.0,3.9912,i,This study,North Shore Volcanics,ns044,ns044a1 : ns044b1 : ns044d1 : ns044f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns044,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,14.0,187.5,,,,,,,,,,,,,,,,2.1,3.4,2.6,273.0,30.7,1278.4,46.91,268.1365,4.0,4.0,3.9977,i,This study,North Shore Volcanics,ns045,ns045a1 : ns045b1 : ns045e1 : ns045f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns045,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,41.1,171.5,,,,,,,,,,,,,,,,6.6,9.2,7.1,304.4,42.8,170.3,46.9,268.1084,4.0,4.0,3.9824,i,This study,North Shore Volcanics,ns046,ns046b1 : ns046c1 : ns046f1 : ns046h2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns046,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,53.1,179.6,,,,,,,,,,,,,,,,4.1,4.4,3.4,311.7,55.9,500.0,46.9016,268.1115,5.0,5.0,4.992,i,This study,North Shore Volcanics,ns047,ns047a1 : ns047b1 : ns047c2 : ns047e1 : ns047f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns047,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,49.3,184.1,,,,,,,,,,,,,,,,9.5,10.0,7.7,305.8,56.3,142.0,46.8969,268.1038,4.0,4.0,3.9789,i,This study,North Shore Volcanics,ns048,ns048b1 : ns048c1 : ns048d1 : ns048e2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns048,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,45.9,183.6,,,,,,,,,,,,,,,,8.1,9.0,6.9,302.6,54.2,176.2,46.9029,268.1138,4.0,4.0,3.983,i,This study,North Shore Volcanics,ns049,ns049a1 : ns049b1 : ns049e2 : ns049f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns049,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,33.1,182.6,,,,,,,,,,,,,,,,4.0,5.5,4.2,291.3,44.7,473.1,46.8829,268.0842,4.0,4.0,3.9937,i,This study,North Shore Volcanics,ns050,ns050a1 : ns050c1 : ns050d2 : ns050f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns050,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,33.1,179.3,,,,,,,,,,,,,,,,4.7,6.6,5.1,293.3,42.0,222.6,46.885,268.088,5.0,5.0,4.982,i,This study,North Shore Volcanics,ns051,ns051a1 : ns051b1 : ns051c1 : ns051d1 : ns051e1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns051,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,41.3,187.9,,,,,,,,,,,,,,,,8.1,9.0,6.9,295.8,54.2,180.8,46.8953,268.1015,4.0,4.0,3.9834,i,This study,North Shore Volcanics,ns052,ns052a1 : ns052c1 : ns052d1 : ns052f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns052,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,34.8,178.6,,,,,,,,,,,,,,,,3.1,4.3,3.3,295.1,43.0,768.3,46.8765,268.0689,4.0,4.0,3.9961,i,This study,North Shore Volcanics,ns053,ns053b1 : ns053c1 : ns053e2 : ns053f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns053,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,38.2,193.7,,,,,,,,,,,,,,,,9.2,9.7,7.5,289.5,56.0,151.1,46.895,268.1007,4.0,4.0,3.9801,i,This study,North Shore Volcanics,ns054,ns054b1 : ns054c1 : ns054d1 : ns054f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns054,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,23.9,182.9,,,,,,,,,,,,,,,,3.3,5.1,3.9,283.6,36.7,391.3,46.8757,268.0475,5.0,5.0,4.9898,i,This study,North Shore Volcanics,ns055,ns055a1 : ns055b1 : ns055c1 : ns055e2 : ns055g1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns055,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,36.2,175.0,,,,,,,,,,,,,,,,2.4,3.4,2.6,298.4,41.3,1271.2,46.8901,268.0934,4.0,4.0,3.9976,i,This study,North Shore Volcanics,ns056,ns056b1 : ns056c1 : ns056d1 : ns056e2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns056,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,23.5,176.4,,,,,,,,,,,,,,,,1.3,2.1,1.6,287.7,29.6,2203.3,46.8745,268.0657,5.0,5.0,4.9982,i,This study,North Shore Volcanics,ns057,ns057a1 : ns057b1 : ns057c1 : ns057d1 : ns057e2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns057,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,47.4,179.2,,,,,,,,,,,,,,,,8.8,10.1,7.8,306.1,52.5,158.6,46.8901,268.0934,4.0,4.0,3.9842,i,This study,North Shore Volcanics,ns058,ns058a1 : ns058b1 : ns058d2 : ns058e2,DE-FM-LP : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns058,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,32.2,183.0,,,,,,,,,,,,,,,,9.4,12.7,9.8,290.2,44.3,88.9,46.8835,268.0855,4.0,4.0,3.9663,i,This study,North Shore Volcanics,ns059,ns059a1 : ns059c2 : ns059f1 : ns059g2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns059,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,35.3,181.6,,,,,,,,,,,,,,,,9.9,13.1,10.1,293.7,45.7,83.8,46.8695,268.0532,4.0,4.0,3.9642,i,This study,North Shore Volcanics,ns060,ns060a1 : ns060b1 : ns060c1 : ns060f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns060,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,44.8,177.4,,,,,,,,,,,,,,,,5.4,6.6,5.1,304.5,49.8,241.1,46.8688,268.0513,5.0,5.0,4.9855,i,This study,North Shore Volcanics,ns061,ns061a1 : ns061b1 : ns061e2 : ns061f2 : ns061g3,DE-FM-LP : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns061,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,39.4,187.2,,,,,,,,,,,,,,,,5.9,6.8,5.2,294.3,52.6,316.0,46.87,268.0548,4.0,4.0,3.9905,i,This study,North Shore Volcanics,ns062,ns062b1 : ns062c1 : ns062e2 : ns062f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns062,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,33.5,169.5,,,,,,,,,,,,,,,,3.8,6.0,4.6,299.6,33.9,292.6,46.8691,268.0523,5.0,5.0,4.988,i,This study,North Shore Volcanics,ns063,ns063a1 : ns063b1 : ns063c2 : ns063e1 : ns063f1,DE-FM-LP : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns063,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,40.1,179.9,,,,,,,,,,,,,,,,5.8,7.4,5.7,298.9,48.1,257.8,46.8678,268.0496,4.0,4.0,3.9884,i,This study,North Shore Volcanics,ns064,ns064b1 : ns064c2 : ns064e1 : ns064f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns064,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,35.0,184.8,,,,,,,,,,,,,,,,9.6,12.2,9.4,291.6,47.9,95.9,46.8696,268.0536,4.0,4.0,3.9687,i,This study,North Shore Volcanics,ns065,ns065b1 : ns065d1 : ns065e1 : ns065f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns065,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,46.7,155.1,,,,,,,,,,,,,,,,2.4,3.6,2.8,317.6,36.6,1055.8,46.8667,268.0474,4.0,4.0,3.9972,i,This study,North Shore Volcanics,ns066,ns066a1 : ns066c1 : ns066d1 : ns066e1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns066,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,32.0,187.3,,,,,,,,,,,,,,,,5.4,6.9,5.3,287.4,47.6,300.9,46.8708,268.057,4.0,4.0,3.99,i,This study,North Shore Volcanics,ns067,ns067a1 : ns067b1 : ns067c3 : ns067e1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns067,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,43.1,156.2,,,,,,,,,,,,,,,,6.6,10.5,8.1,314.5,33.4,128.1,46.8643,268.0439,4.0,4.0,3.9766,i,This study,North Shore Volcanics,ns068,ns068a1 : ns068b1 : ns068d1 : ns068f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns068,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,46.6,168.6,,,,,,,,,,,,,,,,7.1,9.5,7.3,310.5,45.5,111.5,46.8673,268.0482,5.0,5.0,4.9641,i,This study,North Shore Volcanics,ns071,ns071b1 : ns071c1 : ns071d2 : ns071e1 : ns071f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns071,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,38.4,190.6,,,,,,,,,,,,,,,,6.7,7.4,5.7,291.5,54.2,235.8,46.8584,268.0347,5.0,5.0,4.9894,i,This study,North Shore Volcanics,ns072,ns072a1 : ns072b1 : ns072c1 : ns072d1 : ns072e1,DE-FM-LP : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns072,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,39.7,162.5,,,,,,,,,,,,,,,,8.5,13.2,10.2,308.4,34.5,82.5,46.8658,268.046,4.0,4.0,3.9637,i,This study,North Shore Volcanics,ns073,ns073b1 : ns073c1 : ns073d2 : ns073e1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns073,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,39.1,193.9,,,,,,,,,,,,,,,,16.7,17.4,13.4,290.3,56.7,51.3,46.8574,268.0327,5.0,5.0,4.961,i,This study,North Shore Volcanics,ns074,ns074a1 : ns074b1 : ns074c2 : ns074d1 : ns074e2,DE-FM-LP : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns074,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,47.8,176.7,,,,,,,,,,,,,,,,6.3,7.5,5.8,307.6,51.3,175.6,46.8658,268.046,5.0,5.0,4.9772,i,This study,North Shore Volcanics,ns075,ns075a1 : ns075b1 : ns075c2 : ns075d2 : ns075f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns075,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,39.7,162.5,,,,,,,,,,,,,,,,5.4,8.4,6.5,308.4,34.5,201.4,46.8612,268.0397,4.0,4.0,3.9851,i,This study,North Shore Volcanics,ns077,ns077b1 : ns077c1 : ns077f1 : ns077g1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns077,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,19.0,186.1,,,,,,,,,,,,,,,,4.2,6.5,5.0,277.7,34.8,238.2,46.853,268.022,5.0,5.0,4.9832,i,This study,North Shore Volcanics,ns078,ns078c1 : ns078d1 : ns078f1 : ns078g1 : ns078h1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns078,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,31.4,190.4,,,,,,,,,,,,,,,,4.2,5.2,4.0,285.0,49.5,958.8,46.8578,268.0335,4.0,4.0,3.9984,i,This study,North Shore Volcanics,ns079,ns079a1 : ns079b1 : ns079d1 : ns079f1,DE-FM-LP : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns079,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,26.6,182.4,,,,,,,,,,,,,,,,5.6,8.3,6.4,286.0,38.8,142.0,46.8525,268.0207,5.0,5.0,4.9718,i,This study,North Shore Volcanics,ns080,ns080a1 : ns080a2 : ns080b1 : ns080e1 : ns080f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns080,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,24.9,199.2,,,,,,,,,,,,,,,,7.9,9.3,7.2,273.3,51.4,114.3,46.8564,268.0295,5.0,5.0,4.965,i,This study,North Shore Volcanics,ns081,ns081a1 : ns081b1 : ns081c1 : ns081d2 : ns081e1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns081,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,37.5,198.1,,,,,,,,,,,,,,,,10.0,10.0,7.7,286.3,58.4,143.5,46.8534,268.0227,4.0,4.0,3.9791,i,This study,North Shore Volcanics,ns083,ns083b1 : ns083c2 : ns083d1 : ns083f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns083,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,21.5,186.9,,,,,,,,,,,,,,,,3.4,5.1,3.9,279.0,38.1,383.5,46.8528,268.0213,5.0,5.0,4.9896,i,This study,North Shore Volcanics,ns085,ns085a1 : ns085b1 : ns085c1 : ns085f1 : ns085g1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns085,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,23.0,186.2,,,,,,,,,,,,,,,,4.6,6.8,5.2,280.7,38.9,221.6,46.8519,268.0196,5.0,5.0,4.9819,i,This study,North Shore Volcanics,ns087,ns087a1 : ns087b1 : ns087c1 : ns087d1 : ns087e1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns087,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1096.18,1096.75,1093.94,Years Cal BP,,,This study,,4.5,299.4,47.9,8.0,,,,47.2,,Gooseberry,-91.5,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,GB1,40.3,179.5,154.0,8.0,n,100.0,i,0.55,ACCEPT,HT,8.0,0.0,7.9545,g,GB1-1:GB1-2:GB1-3:GB1-4:GB1-5:GB1-6:GB1-7:GB1-8,pmagpy-3.8.9-2: demag_gui.v.3.0,GB1-1a:GB1-2a:GB1-3a:GB1-4a:GB1-5a:GB1-6a:GB1-7a:GB1-8a,5.9,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1096.18,1096.75,1093.94,Years Cal BP,,,This study,,2.2,301.1,42.1,10.0,,,,47.1,,Gooseberry,-91.5,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,GB10,38.5,173.8,466.0,10.0,n,100.0,i,0.55,ACCEPT,HT,10.0,0.0,9.9807,g,GB10-10:GB10-1:GB10-2:GB10-3:GB10-4:GB10-5:GB10-6:GB10-7:GB10-8:GB10-9,pmagpy-3.8.9-2: demag_gui.v.3.0,GB10-10a:GB10-1a:GB10-2a:GB10-3a:GB10-4a:GB10-5a:GB10-6a:GB10-7a:GB10-8a:GB10-9a,2.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,1096.18,1096.75,1093.94,Years Cal BP,,,This study,,4.7,303.2,38.3,7.0,,,,47.1,,Gooseberry,-91.5,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,GB11,38.0,169.5,168.0,7.0,n,100.0,i,0.55,ACCEPT,HT,7.0,0.0,6.9643,g,GB11-1:GB11-2:GB11-3:GB11-4:GB11-7:GB11-8:GB11-9,pmagpy-3.8.9-2: demag_gui.v.3.0,GB11-1a:GB11-2a:GB11-3a:GB11-4a:GB11-7a:GB11-8a:GB11-9a,5.6,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1096.18,1096.75,1093.94,Years Cal BP,,,This study,,1.8,303.0,41.0,7.0,,,,47.1,,Gooseberry,-91.5,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,GB12,39.2,171.5,1112.0,7.0,n,100.0,i,0.55,ACCEPT,HT,7.0,0.0,6.9946,g,GB12-1:GB12-2:GB12-3:GB12-5:GB12-6:GB12-7:GB12-8,pmagpy-3.8.9-2: demag_gui.v.3.0,GB12-1a:GB12-2a:GB12-3a:GB12-5a:GB12-6a:GB12-7a:GB12-8a,2.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1096.18,1096.75,1093.94,Years Cal BP,,,This study,,2.0,295.1,42.3,8.0,,,,47.1,,Gooseberry,-91.5,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,GB13,34.5,178.4,742.0,8.0,t,100.0,i,0.55,ACCEPT,HT,8.0,0.0,7.9906,g,GB13-1:GB13-2:GB13-3:GB13-4:GB13-5:GB13-6:GB13-7:GB13-8,pmagpy-3.8.9-2: demag_gui.v.3.0,GB13-1a:GB13-2a:GB13-3a:GB13-4a:GB13-5a:GB13-6a:GB13-7a:GB13-8a,2.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1096.18,1096.75,1093.94,Years Cal BP,,,This study,,3.8,298.3,42.4,7.0,,,,47.1,,Gooseberry,268.5,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,GB14,36.7,176.1,249.0,7.0,n,100.0,i,0.55,ACCEPT,HT,7.0,0.0,6.9759,g,GB14-1:GB14-2:GB14-3:GB14-4:GB14-5:GB14-6:GB14-7,pmagpy-3.8.9-2: demag_gui.v.3.0,GB14-1a:GB14-2a:GB14-3a:GB14-4a:GB14-5a:GB14-6a:GB14-7a,4.7,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,1096.18,1096.75,1093.94,Years Cal BP,,,This study,,2.1,302.5,45.0,7.0,,,,47.1,,Gooseberry,-91.5,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,GB15,40.9,174.9,835.0,7.0,n,100.0,i,0.55,ACCEPT,HT,7.0,0.0,6.9928,g,GB15-1:GB15-3:GB15-4:GB15-5:GB15-6:GB15-7:GB15-8,pmagpy-3.8.9-2: demag_gui.v.3.0,GB15-1a:GB15-3a:GB15-4a:GB15-5a:GB15-6a:GB15-7a:GB15-8a,2.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,1096.18,1096.75,1093.94,Years Cal BP,,,This study,,2.8,295.0,41.6,8.0,,,,47.1,,Gooseberry,-91.5,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,GB16,34.1,178.0,382.0,8.0,t,100.0,i,0.55,ACCEPT,HT,8.0,0.0,7.9817,g,GB16-1:GB16-2:GB16-3:GB16-4:GB16-5:GB16-6:GB16-7:GB16-8,pmagpy-3.8.9-2: demag_gui.v.3.0,GB16-1a:GB16-2a:GB16-3a:GB16-4a:GB16-5a:GB16-6a:GB16-7a:GB16-8a,3.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1096.18,1096.75,1093.94,Years Cal BP,,,This study,,3.1,300.8,46.3,6.0,,,,47.1,,Gooseberry,-91.5,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,GB17,40.4,177.2,464.0,6.0,n,100.0,i,0.55,ACCEPT,HT,6.0,0.0,5.9892,g,GB17-1:GB17-2:GB17-4:GB17-5:GB17-7:GB17-8,pmagpy-3.8.9-2: demag_gui.v.3.0,GB17-1a:GB17-2a:GB17-4a:GB17-5a:GB17-7a:GB17-8a,4.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1096.18,1096.75,1093.94,Years Cal BP,,,This study,,4.3,306.7,41.9,6.0,,,,47.1,,Gooseberry,-91.5,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,GB18,42.1,169.1,239.0,6.0,n,100.0,i,0.55,ACCEPT,HT,6.0,0.0,5.9791,g,GB18-2:GB18-3:GB18-5:GB18-6:GB18-7:GB18-8,pmagpy-3.8.9-2: demag_gui.v.3.0,GB18-2a:GB18-3a:GB18-5a:GB18-6a:GB18-7a:GB18-8a,5.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1096.18,1096.75,1093.94,Years Cal BP,,,This study,,1.7,299.5,44.7,8.0,,,,47.1,,Gooseberry,-91.5,LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO,GB19,38.7,176.9,1107.0,8.0,n,100.0,i,0.55,ACCEPT,HT,8.0,0.0,7.9937,g,GB19-1:GB19-2:GB19-3:GB19-4:GB19-5:GB19-6:GB19-7:GB19-8,pmagpy-3.8.9-2: demag_gui.v.3.0,GB19-1a:GB19-2a:GB19-3a:GB19-4a:GB19-5a:GB19-6a:GB19-7a:GB19-8a,2.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
